primary_url	fi_url	title	languages	question	alt_question
https://en.wikipedia.org/wiki/David_F._Sandberg	https://fi.wikipedia.org/wiki/David_F._Sandberg	David F. Sandberg	en,fi,sv,zh,fr	Millä nimellä David Sandberg tunnetaan YouTubessa?	Kuka on David F. Sandbergin vaimo?
https://en.wikipedia.org/wiki/Nokia_E5-00	https://fi.wikipedia.org/wiki/Nokia_E5	Nokia E5	en,fr,fi	Kenen käyttöön Nokian E5-malli pääasiallisesti suunniteltiin?	Mikä on Nokian E5-puhelimen käyttöjärjestelmä?
https://en.wikipedia.org/wiki/Mouthier-Haute-Pierre	X	Mouthier-Haute-Pierre	en,fr,sv,zh		
https://en.wikipedia.org/wiki/Cyrtophora_moluccensis	X	Cyrtophora moluccensis	en,fr,sv,zh		
https://en.wikipedia.org/wiki/Cilleruelo_de_San_Mam%C3%A9s	X	Cilleruelo de San Mamés	en,fr,sv,zh		
https://en.wikipedia.org/wiki/Helsingin_Jalkapalloklubi	https://fi.wikipedia.org/wiki/Helsingin_Jalkapalloklubi	Helsingin Jalkapalloklubi	en,fi,sv,zh,fr	Kuka perusti Helsingin Jalkapalloklubin?	
https://en.wikipedia.org/wiki/Zonitoides	X	Zonitoides	en,sv,zh		
https://en.wikipedia.org/wiki/Gampel-Bratsch	X	Gampel-Bratsch	en,fr,sv,zh		
https://en.wikipedia.org/wiki/Pet_store	https://fi.wikipedia.org/wiki/Lemmikkikauppa	Lemmikkikauppa	en,fr,fi,zh	Myydäänkö lemmikkikaupoissa eksoottisia lintuja ja matelijoita?
https://en.wikipedia.org/wiki/Tilia_dasystyla	X	Tilia dasystyla	en,fr,sv		
https://en.wikipedia.org/wiki/White-winged_chough	https://fi.wikipedia.org/wiki/Mutavaris	Mutavaris	en,fr,fi,sv	Mille alueille mutavariksen levinnäisyys ulottuu?
https://en.wikipedia.org/wiki/Input%E2%80%93output_memory_management_unit	https://fi.wikipedia.org/wiki/IOMMU	IOMMU	en,fi,zh		
https://en.wikipedia.org/wiki/1997%E2%80%9398_Asian_Club_Championship	X	1997–98 Asian Club Championship	en,fr,zh		
https://en.wikipedia.org/wiki/FC_Zhenis	https://fi.wikipedia.org/wiki/FK_Astana-1964	FK Astana-1964	en,fr,fi,zh	Mikä oli FK Astana-1964:n alkuperäinen nimi?	
https://en.wikipedia.org/wiki/Herpy-l%27Arl%C3%A9sienne	https://fi.wikipedia.org/wiki/Herpy-l%27Arlésienne	Herpy-l'Arlésienne	en,fi,sv,zh,fr	Missä Ranskan departementissa Herpy-l’Arlésienne sijaitsee?	Minkä joen varrella Herpy-l’Arlésienne sijaitsee?
https://en.wikipedia.org/wiki/Irus_irus	X	Irus irus	en,sv,zh		
https://en.wikipedia.org/wiki/Petra_van_Staveren	https://fi.wikipedia.org/wiki/Petra_van_Staveren	Petra van Staveren	en,fi,sv,zh,fr	Minkä lajin olympiavoittaja Petra van Straveren on?	Mikä on Petra van Straverenin oikea nimi?
https://en.wikipedia.org/wiki/Paul_Egede	X	Paul Egede	en,fr,sv		
https://en.wikipedia.org/wiki/Argyrosomus_hololepidotus	X	Argyrosomus hololepidotus	en,sv,zh		
https://en.wikipedia.org/wiki/Carl_L%C3%B6wenhielm	https://fi.wikipedia.org/wiki/Carl_Löwenhielm	Carl Löwenhielm	en,fr,fi,sv	Kuka oli Carl Löwenhielmin isä?	Missä kaupungissa Carl Löwenhielm syntyi?
https://en.wikipedia.org/wiki/H%C3%BCffelsheim	X	Hüffelsheim	en,fr,sv,zh		
https://en.wikipedia.org/wiki/Steelville,_Missouri	X	Steelville, Missouri	en,fr,sv,zh		
https://en.wikipedia.org/wiki/Western_oriole	https://fi.wikipedia.org/wiki/Huilukuhankeittäjä	Western oriole	en,fr,fi,sv	Onko huilukuhankeittäjä uhanalainen laji?	Minkä eläinlajin edustaja on huilukuhankeittäjä?
https://en.wikipedia.org/wiki/White_Collar_(TV_series)	https://fi.wikipedia.org/wiki/Kovat_kaulassa	White Collar (TV series)	en,fi,sv,zh,fr	Kuka esitti erikoisagentti Peter Burkea sarjassa Kovat Kaulassa?	Kuka näytteli huijari Neal Caffreya sarjassa Kovat Kaulassa?
https://en.wikipedia.org/wiki/Dharma_name	X	Dharma name	en,fr,zh		
https://en.wikipedia.org/wiki/Ted_Lange	https://fi.wikipedia.org/wiki/Ted_Lange	Ted Lange	fr,fi	Kuka esitti baarinpitäjä Isaac Washingtonia televisiosarjassa Lemmenlaiva?	Missä televisiosarjassa Ted Lange esitti baarinpitäjä Isaac Washingtonia?
https://en.wikipedia.org/wiki/Chris_Claremont	https://fi.wikipedia.org/wiki/Chris_Claremont	Chris Claremont	en,fr,fi,sv	Mistä sarjakuvasarjasta Chris Claremont erityisesti tunnetaan?	
https://en.wikipedia.org/wiki/Bundesautobahn_73	X	Bundesautobahn 73	en,fr,sv		
https://en.wikipedia.org/wiki/Gianrico_Carofiglio	X	Gianrico Carofiglio	en,fr,sv		
https://en.wikipedia.org/wiki/Bischofsheim,_Hesse	X	Bischofsheim, Hesse	en,fr,sv,zh		
https://en.wikipedia.org/wiki/Hamilton_Academical_F.C.	https://fi.wikipedia.org/wiki/Hamilton_Academical_FC	Hamilton Academical F.C.	en,fi,sv,zh,fr	Mikä on Hamilton Academical FC:n kotikenttä?	Kuka perusti Hamilton Academical FC:n?
https://en.wikipedia.org/wiki/Ghislain_Konan	X	Ghislain Konan	en,fr,zh		
https://en.wikipedia.org/wiki/Swedish_Navy	https://fi.wikipedia.org/wiki/Ruotsin_merivoimat	Swedish Navy	en,fi,sv,zh,fr	Montako aselajia Ruotsin merivoimiin kuuluu?	Kuka toimii Ruotsin merivoimien komentajana?
https://en.wikipedia.org/wiki/Pennard	X	Pennard	en,fr,sv		
https://en.wikipedia.org/wiki/Galicia_(Spain)	https://fi.wikipedia.org/wiki/Galicia	Galicia (Spain)	en,fi,sv,zh,fr	Mistä maakunnista Galicia koostuu?	Mitkä ovat Galician rajanaapurit?
https://en.wikipedia.org/wiki/United_States_Army_Medical_Command	X	United States Army Medical Command	en,fr,zh		
https://zh.wikipedia.org/wiki/%E5%92%8C%E5%B9%B3%E5%8F%B7%E7%A9%BA%E9%97%B4%E7%AB%99	https://fi.wikipedia.org/wiki/Mir	和平号空间站	zh,en,fi,fr,sv	Mihin avaruusasemasarjaan Mir-avaruusasema perustui?	Montaako miehistön jäsentä Mir tyypillisesti majoitti?
https://zh.wikipedia.org/wiki/%E6%88%B4%E5%A4%AB%C2%B7%E5%BC%97%E8%98%AD%E7%A7%91	https://fi.wikipedia.org/wiki/Dave_Franco	戴夫·弗蘭科	zh,en,fi,fr,sv	Mikä oli Dave Francon läpimurtoelokuva?	Kuka on Dave Francon vaimo?
https://zh.wikipedia.org/wiki/%E5%88%B6%E8%A3%81%E8%80%85_(%E9%9B%BB%E8%A6%96%E5%8A%87)	https://fi.wikipedia.org/wiki/The_Punisher_(televisiosarja)	制裁者 (電視劇)	zh,en,fi,fr,sv	Mistä Tuomari pyrkii puhdistamaan Hell’s Kitchenin sarjassa The Punisher?
https://zh.wikipedia.org/wiki/%E5%A1%94%E5%B9%B3%E5%8E%BF	X	塔平县	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E7%B4%85%E7%89%9B%E9%AB%94%E8%82%B2%E5%A0%B4_(%E8%96%A9%E7%88%BE%E6%96%AF%E5%A0%A1)	https://fi.wikipedia.org/wiki/Red_Bull_Arena_(Salzburg)	紅牛體育場 (薩爾斯堡)	zh,en,fi,fr,sv	Mitä nimeä Red Bull Arenasta käytettiin vuoden 2008 EM-kilpailujen aikaan?
https://sv.wikipedia.org/wiki/Captain_Morgan	https://fi.wikipedia.org/wiki/Captain_Morgan	Captain Morgan	sv,en,fr,fi	Mistä vuodesta lähtien Captain Morgania on valmistettu?	Milloin Captain Morgan myytiin Diageolle?
https://zh.wikipedia.org/wiki/%E8%93%AC%E4%BD%90%E5%86%85	X	蓬佐内	zh,en,fr,sv		
https://fr.wikipedia.org/wiki/%C3%89tude_cas-t%C3%A9moins	https://fi.wikipedia.org/wiki/Tapaus-verrokkitutkimus	Étude cas-témoins	fr,en,fi,sv,zh	Kuinka montaa ryhmää tapaus-verrokkitutkimuksessa tarkastellaan?	
https://fr.wikipedia.org/wiki/Championnats_du_monde_de_biathlon_1991	https://fi.wikipedia.org/wiki/Ampumahiihdon_maailmanmestaruuskilpailut_1991	Championnats du monde de biathlon 1991	fr,en,fi,sv	Kuka voitti vuoden 1991 ampumahiihdon maailmanmestaruuskilpailujen miesten 20 kilometrin kilpailun?
https://sv.wikipedia.org/wiki/Edu_Manga	https://fi.wikipedia.org/wiki/Edu_Manga	Edu Manga	sv,en,fr,fi,zh	Kuka on Edu Manga?	Mitä lajia Edu Manga pelasi?
https://zh.wikipedia.org/wiki/%E5%8D%A2%E6%A0%BC%E6%9D%9C%E5%8A%AA%E5%A7%86	X	卢格杜努姆	zh,en,fr,sv		
https://fr.wikipedia.org/wiki/Xiong_Ai	X	Xiong Ai	fr,en,zh		
https://sv.wikipedia.org/wiki/A_Portuguesa	https://fi.wikipedia.org/wiki/A_Portuguesa	A Portuguesa	sv,en,fr,fi,zh	Kuka sävelsi Portugalin kansallislaulun?	Milloin A Portuguesa valittiin Portugalin kansallislauluksi?
https://sv.wikipedia.org/wiki/Bleeding_Kansas	X	Bleeding Kansas	sv,en,fr,zh		
https://fr.wikipedia.org/wiki/Manifestations_de_mars-avril_2022_au_P%C3%A9rou	X	Manifestations de mars-avril 2022 au Pérou	fr,en,zh		
https://zh.wikipedia.org/wiki/%E9%A5%B6%E8%88%8C%E8%80%85%E9%92%B1%E6%96%AF	https://fi.wikipedia.org/wiki/Chance_the_Rapper	饶舌者钱斯	zh,en,fi,fr,sv	Mikä on Chance the Rapperin oikea nimi?	Kuka on Chance the Rapperin veli?
https://en.wikipedia.org/wiki/Sustainable_city	https://fi.wikipedia.org/wiki/Kestävä_kaupunki	Sustainable city	en,fr,fi,zh	Mitä tarkoitetaan kestävällä kaupungilla?	Miksi kestävä kaupunkikehitys on kestävän kehityksen kannalta merkittävä osa-alue?
https://sv.wikipedia.org/wiki/Zhejiangk%C3%B6ket	X	Zhejiangköket	sv,en,fr,zh		
https://zh.wikipedia.org/wiki/%E7%93%A6%E7%88%BE%E9%87%8C%E7%A7%91_(%E4%BD%9B%E7%BE%85%E9%87%8C%E9%81%94%E5%B7%9E)	X	瓦爾里科 (佛羅里達州)	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E4%B8%8B%E5%A1%94%E5%90%89%E5%B0%94	https://fi.wikipedia.org/wiki/Nižni_Tagil	下塔吉尔	zh,en,fi,fr,sv	Millä alueella Nižni Tagil sijaitsee?	Mikä on Nižni Tagilin korkeus merenpinnasta?
https://zh.wikipedia.org/wiki/%E5%8A%9B	https://fi.wikipedia.org/wiki/Voima_(fysiikka)	力	zh,en,fi,fr,sv	Kuvaile hyvin lyhyesti vakiovoimaa dynamiikan peruslain mukaan.
https://fr.wikipedia.org/wiki/Quarten	X	Quarten	fr,en,sv,zh		
https://sv.wikipedia.org/wiki/V%C3%A4rldsm%C3%A4sterskapet_i_ishockey_f%C3%B6r_herrar_1931	https://fi.wikipedia.org/wiki/Jääkiekon_maailmanmestaruuskilpailut_1931	Världsmästerskapet i ishockey för herrar 1931	sv,en,fr,fi	Mikä joukkue edusti Yhdysvaltoja vuoden 1931 jääkiekon maailmanmestaruuskilpailuissa?	Missä vuoden 1931 jääkiekon maailmanmestaruuskilpailut järjestettiin?
https://zh.wikipedia.org/wiki/%E8%96%A9%E8%BF%A6%E6%B3%95%E7%8E%8B	X	薩迦法王	zh,en,fr,sv		
https://fr.wikipedia.org/wiki/General_Pinedo	X	General Pinedo	fr,en,sv,zh		
https://sv.wikipedia.org/wiki/Toru%C5%84	https://fi.wikipedia.org/wiki/Toruń	Toruń	sv,en,fr,fi,zh	Missä voivodikunnassa Toruń sijaitsee?	Mistä materiaalista suurin osa Toruńin vanhan kaupungin taloista on rakennettu?
https://en.wikipedia.org/wiki/Gregory_III_Laham	X	Gregory III Laham	en,fr,sv,zh		
https://sv.wikipedia.org/wiki/F%C3%B6rlossning	https://fi.wikipedia.org/wiki/Synnytys	Förlossning	sv,en,fr,fi,zh	Mitä tarkoitetaan raivotarjonnalla?	Millä eri tarjonnoilla sikiö voi syntyä?
https://zh.wikipedia.org/wiki/%E5%B7%A7%E5%85%8B%E5%8A%9B%E7%B3%96%E6%BC%BF	X	巧克力糖漿	zh,en,fr,sv		
https://fr.wikipedia.org/wiki/Jef_Raskin	https://fi.wikipedia.org/wiki/Jef_Raskin	Jef Raskin	fr,en,fi,sv,zh	Missä yliopistossa Jef Raskin opiskeli?	Aloittiko Jef Raskin Macintosh-projektin?
https://fr.wikipedia.org/wiki/Delley-Portalban	X	Delley-Portalban	fr,en,sv,zh		
https://zh.wikipedia.org/wiki/%E5%8A%89%E6%98%93%E6%96%AF%E6%95%A6_(%E5%AF%86%E8%98%87%E9%87%8C%E5%B7%9E)	X	劉易斯敦 (密蘇里州)	zh,en,fr		
https://zh.wikipedia.org/wiki/%E5%87%B1%E4%BC%8A%E7%88%BE%C2%B7%E7%99%BD%E6%9C%97%E5%AF%A7	X	凱伊爾·白朗寧	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E5%B8%8C%E5%BE%B7_(%E7%B4%A2%E6%81%A9-%E5%8D%A2%E7%93%A6%E5%B0%94%E7%9C%81)	X	希德 (索恩-卢瓦尔省)	zh,en,fr,sv		
https://fr.wikipedia.org/wiki/Prato_allo_Stelvio	X	Prato allo Stelvio	fr,en,sv,zh		
https://zh.wikipedia.org/wiki/2011%E5%B9%B4%E6%AD%90%E6%B4%B2%E8%B6%85%E7%B4%9A%E7%9B%83	https://fi.wikipedia.org/wiki/UEFA_Super_Cup_2011	2011年歐洲超級盃	zh,en,fi,fr	Mikä joukkue voitti vuoden 2011 UEFA Super Cupin?	Mitkä joukkueet kohtasivat vuoden 2011 UEFA Super Cupissa?
https://sv.wikipedia.org/wiki/HD_123569	X	HD 123569	sv,en,fr,zh		
https://zh.wikipedia.org/wiki/%E8%8E%AB%E9%87%8C%E8%8C%A8%C2%B7%E7%A6%8F%E5%B0%94%E8%8C%A8	https://fi.wikipedia.org/wiki/Moritz_Volz	莫里茨·福尔茨	zh,en,fi,fr	Mikä on jalkapalloilija Moritz Volzin lempinimi?	
https://sv.wikipedia.org/wiki/Virginia_Cavaliers	X	Virginia Cavaliers	sv,en,fr,zh		
https://zh.wikipedia.org/wiki/%E6%B2%99%E8%90%A8%E6%B6%85	X	沙萨涅	zh,en,fr,sv		
https://en.wikipedia.org/wiki/Antenna_(biology)	https://fi.wikipedia.org/wiki/Tuntosarvi	Antenna (biology)	en,fr,fi,sv,zh	Onko kaikilla niveljalkaisilla tuntosarvet?	Millä niveljalkaisilla ei ole lainkaan tuntosarvia?
https://zh.wikipedia.org/wiki/%E7%BD%97%E6%A3%AE%E5%A4%9A%E5%A4%AB	X	罗森多夫	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E7%99%BD%E7%B2%89%E8%8F%8C%E7%9B%AE	https://fi.wikipedia.org/wiki/Härmäsienet	白粉菌目	zh,en,fi,fr,sv	Mikä on härmäsienten ainoa heimo?	Mihin sienikunnan kaareen härmäsienet kuuluvat?
https://sv.wikipedia.org/wiki/Ludhiana	https://fi.wikipedia.org/wiki/Ludhiana	Ludhiana	sv,en,fr,fi,zh	Mitkä ovat Ludhianan koordinaatit?	
https://sv.wikipedia.org/wiki/Bert_Olmstead	https://fi.wikipedia.org/wiki/Bert_Olmstead	Bert Olmstead	sv,en,fr,fi	Millä lisänimellä Bert Olmsteadia kutsuttiin?	Mitä joukkuetta Bert Olmstead valmensi aktiiviuransa jälkeen?
https://fr.wikipedia.org/wiki/Fortescue_(Missouri)	X	Fortescue (Missouri)	fr,en,zh		
https://zh.wikipedia.org/wiki/%E8%85%A6%E6%80%A7%E9%BA%BB%E7%97%BA	https://fi.wikipedia.org/wiki/CP-vamma	腦性麻痺	zh,en,fi,fr,sv	Milloin vietetään Maailman CP-päivää?	Mitä eri CP-vammatyyppejä on olemassa?
https://zh.wikipedia.org/wiki/%E9%93%B2%E9%BD%BF%E4%B8%AD%E5%96%99%E9%B2%B8	https://fi.wikipedia.org/wiki/Mesoplodon_traversii	铲齿中喙鲸	zh,en,fi,fr,sv	Mikä on mesoplodon traversiin suomenkielinen nimi?	Mihin heimoon mesoplodon traversii kuuluu? 
https://sv.wikipedia.org/wiki/F%C3%BCzesabonyi_J%C3%A1r%C3%A1s	X	Füzesabonyi Járás	sv,en,fr,zh		
https://fr.wikipedia.org/wiki/Khobar	https://fi.wikipedia.org/wiki/Al-Khobar	Khobar	fr,en,fi,sv,zh	Minkä seurauksena Al-Khobar perustettiin?	Mihin valtioon Al-Khobar kytkeytyy sillalla?
https://en.wikipedia.org/wiki/BAFTA_Award_for_Best_Actor_in_a_Supporting_Role	https://fi.wikipedia.org/wiki/Parhaan_miessivuosan_Bafta-palkinto	BAFTA Award for Best Actor in a Supporting Role	en,fr,fi,sv,zh	Milloin jaettiin ensimmäinen parhaan miessivuosan Bafta-palkinto?	
https://fr.wikipedia.org/wiki/Deuxi%C3%A8me_concile_de_Nic%C3%A9e	https://fi.wikipedia.org/wiki/Nikean_toinen_kirkolliskokous	Deuxième concile de Nicée	fr,en,fi,sv,zh	Mistä syystä Nikean toinen kirkolliskokous oli kutsuttu koolle?	Kenen aloitteesta Nikean toinen kirkolliskokous kutsuttiin koolle?
https://en.wikipedia.org/wiki/Mario_Bolatti	https://fi.wikipedia.org/wiki/Mario_Bolatti	Mario Bolatti	en,fr,fi,sv,zh	Missä Mario Bolatti aloitti ammattilaisuransa?	Pelasiko Mario Bolatti koskaan Italian maajoukkueessa?
https://en.wikipedia.org/wiki/Spotted_blue-eye	X	Spotted blue-eye	en,fr,sv,zh		
https://zh.wikipedia.org/wiki/%E6%A2%81%E5%B1%B1%E5%8E%BF	X	梁山县	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E5%A5%A7%E5%BA%AB%E6%96%AF%E6%89%98%E9%9B%85%E6%96%AF%E5%B1%B1	https://fi.wikipedia.org/wiki/Aukštojas	奧庫斯托雅斯山	zh,en,fi,fr,sv	Minkä mukaan Aukštojas on nimetty?	Mikä on Liettuan korkein kohta?
https://zh.wikipedia.org/wiki/%E7%A7%91%E5%B0%94%E5%AF%9F%E8%87%AA%E6%B2%BB%E7%9C%81	X	科尔察自治省	zh,en,fr,sv		
https://fr.wikipedia.org/wiki/D%C3%A9partement_de_Federal	X	Département de Federal	fr,en,sv,zh		
https://fr.wikipedia.org/wiki/Sophie_N%C3%A9lisse	X	Sophie Nélisse	fr,en,sv		
https://en.wikipedia.org/wiki/Wheein	X	Wheein	en,fr,sv,zh		
https://sv.wikipedia.org/wiki/7532_Pelh%C5%99imov	X	7532 Pelhřimov	sv,en,fr,zh		
https://fr.wikipedia.org/wiki/Capitaine_(football)	X	Capitaine (football)	fr,en,zh		
https://zh.wikipedia.org/wiki/%E7%B4%84%E7%BF%B0%C2%B7%E6%96%AF%E6%96%87%E5%B0%BC	X	約翰·斯文尼	zh,en,fr		
https://fr.wikipedia.org/wiki/The_Fens	https://fi.wikipedia.org/wiki/The_Fens	The Fens	fr,en,fi	Kuka hollantilainen insinööri palkattiin kuivattamaan the Fensin suot 1600-luvun puolivälin paikkeilla?	Mitkä joet laskevat the Fensin läpi?
https://zh.wikipedia.org/wiki/%E5%9F%83%E8%92%82%E5%A5%A5%E5%8B%92	X	埃蒂奥勒	zh,en,fr,sv		
https://sv.wikipedia.org/wiki/Labalme	X	Labalme	sv,en,fr,zh		
https://fr.wikipedia.org/wiki/Soustons	X	Soustons	fr,en,sv,zh		
https://en.wikipedia.org/wiki/Kremlin_(fortification)	https://fi.wikipedia.org/wiki/Kreml	Kremlin (fortification)	en,fr,fi,sv,zh	Kuuluuko Pyhän Vasilin kirkko Moskovan kremliin?	Ovatko kremlit aina kaupungissa?
https://zh.wikipedia.org/wiki/150	X	150	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E5%85%B1%E4%BA%AB%E6%BA%90%E4%BB%A3%E7%A0%81	https://fi.wikipedia.org/wiki/Jaettu_lähdekoodi	共享源代码	zh,en,fi,fr,sv	Mihin Microsoftin aloitteeseen termillä jaettu lähdekoodi tyypillisesti viitataan?	
https://sv.wikipedia.org/wiki/8536_M%C3%A5ns	X	8536 Måns	sv,en,fr,zh		
https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%96%AF%E7%9A%AE%E6%96%AF%E5%85%8B	https://fi.wikipedia.org/wiki/Kaspijsk	Kaspijsk	zh,en,fi,fr,sv	Millä nimellä Kaspijsk alkujaan perustettiin?	
https://zh.wikipedia.org/wiki/%E8%8B%A5%E9%98%BF%E7%BA%B3	https://fi.wikipedia.org/wiki/Joannas	若阿纳	zh,en,fi,fr,sv		
https://sv.wikipedia.org/wiki/Hylarana_elberti	X	Hylarana elberti	sv,en,fr		
https://sv.wikipedia.org/wiki/La_Belli%C3%A8re,_Seine-Maritime	X	La Bellière, Seine-Maritime	sv,en,fr,zh		
https://fr.wikipedia.org/wiki/Diab%C3%A8te_de_type_2	https://fi.wikipedia.org/wiki/Tyypin_2_diabetes	Diabète de type 2	fr,en,fi,sv,zh	Moniko suomalainen potee tyypin 2 diabetesta?	Lyhentääkö diabetes potilaiden keskimääräistä elinikää?
https://zh.wikipedia.org/wiki/%E9%98%BF%E9%81%93%E5%A4%AB%C2%B7%E5%8A%A0%E5%85%B0%E5%BE%B7	https://fi.wikipedia.org/wiki/Adolf_Galland	阿道夫·加兰德	zh,en,fi,fr,sv	Missä tehtävissä Adolf Gallandin kaksi veljeä toimi toisessa maailmansodassa?	Mitä laivuetta Adolf Galland komensi El Ferrolissa vuonna 1937?
https://zh.wikipedia.org/wiki/%E5%9C%A3%E7%93%A6%E5%B0%94	X	圣瓦尔	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E6%B3%A2%E8%A5%BF%E7%B8%A3_(%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%B4%8D%E5%B7%9E)	X	波西縣 (印第安納州)	zh,en,fr,sv		
https://zh.wikipedia.org/wiki/%E4%BB%A5%E8%89%B2%E5%88%97%E8%88%AA%E7%A9%BA402%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	https://fi.wikipedia.org/wiki/El_Alin_lento_402	以色列航空402號班機空難	zh,en,fi,fr	Miksi El Alin lento 402 ajautui sivuun reitiltään?	
https://fr.wikipedia.org/wiki/Folorunsho_Alakija	https://fi.wikipedia.org/wiki/Folorunsho_Alakija	Folorunsho Alakija	fr,en,fi,sv	Kuka on Folorunsho Alakija?	Kuinka suuri arvioitu omaisuus Folorunsho Alakijalla on?
https://zh.wikipedia.org/wiki/%E8%A7%82%E6%B5%8B%E5%AE%87%E5%AE%99%E5%AD%A6	https://fi.wikipedia.org/wiki/Havaitseva_kosmologia	Havaitseva kosmologia	zh,en,fi,fr	Mihin havaitsevassa kosmologiassa keskitytään?	
https://zh.wikipedia.org/wiki/%E5%BA%93%E5%B0%94%E6%81%B0%E5%B0%94%C2%B7%E7%9B%96%E5%B0%94%E7%9B%96%E4%BC%8A	https://fi.wikipedia.org/wiki/Gergely_Kulcsár	Gergely Kulcsár	zh,en,fi,fr,sv	Missä järjestetyissä EM-kilpailuissa Gergely Kulcsár voitti ensimmäisen arvokisamitalinsa?	
https://fr.wikipedia.org/wiki/Victoire_Tomegah_Dogb%C3%A9	https://fi.wikipedia.org/wiki/Victoire_Tomegah_Dogbé	Victoire Tomegah Dogbé	fr,en,fi,sv	Kuka oli Togon ensimmäinen naispääministeri?	
https://zh.wikipedia.org/wiki/695%E5%B9%B4	https://fi.wikipedia.org/wiki/695	695	zh,en,fi,fr,sv	Minä vuonna syyrialainen kenraali Muhammad bin Qasim syntyi?	
