URL-idx	Primary Wikipedia URL	title	url-localized	Question
112	https://sv.wikipedia.org/wiki/La_Belli%C3%A8re,_Seine-Maritime	La Bellière, Seine-Maritime	https://fr.wikipedia.org/wiki/La_Bellière_(Seine-Maritime)	À la suite de quel grand événement a été créee la ville de La Bellière ?
475	https://sv.wikipedia.org/wiki/Carlo_Gozzi	Carlo Gozzi	https://fr.wikipedia.org/wiki/Carlo_Gozzi	À quel âge le comte Carlo Gozzi s'est-il engagé dans l'armée ?
91	https://en.wikipedia.org/wiki/Spotted_blue-eye	Spotted blue-eye	https://fr.wikipedia.org/wiki/Pseudomugil_gertrudae	À quel embranchement appartient l'espèce Pseudomugil gertrudae  ?
308	https://zh.wikipedia.org/wiki/%E8%AD%A6%E5%AF%9F%E5%AD%A6%E6%A0%A1_(%E7%94%B5%E5%BD%B1)	警察学校 (电影)	https://fr.wikipedia.org/wiki/Police_Academy_(film)	À quel genre appartient le film Police Academy ?
269	https://sv.wikipedia.org/wiki/Tucum%C3%A1ntangara	Tucumántangara	https://fr.wikipedia.org/wiki/Chipiu_de_Tucuman	À quel ordre appartient le Chipiu de Tucuman ?
90	https://en.wikipedia.org/wiki/Mario_Bolatti	Mario Bolatti	https://fr.wikipedia.org/wiki/Mario_Bolatti	À quel poste jouait Mario Bolatti lorsqu'il a rejoint le club de l'AC Fiorentina ?
248	https://fr.wikipedia.org/wiki/Alberto_Fouillioux	Alberto Fouillioux	https://fr.wikipedia.org/wiki/Alberto_Fouillioux	À quel poste le footballeur Alberto Fouillioux a-t-il joué principalement ?
140	https://zh.wikipedia.org/wiki/%E5%8F%A4%E5%B7%B4%E5%9C%8B%E5%AE%B6%E7%94%B7%E5%AD%90%E6%8E%92%E7%90%83%E9%9A%8A	古巴國家男子排球隊	https://fr.wikipedia.org/wiki/Équipe_de_Cuba_masculine_de_volley-ball	À quel rang de la fédération internationale de volley-ball l'équipe de Cuba est-elle classée ? 
257	https://sv.wikipedia.org/wiki/Uda_(kejsare)	Uda (kejsare)	https://fr.wikipedia.org/wiki/Uda_(empereur)	À quel statut l'empereur Kōkō a-t-il fait passer ses fils ?
302	https://zh.wikipedia.org/wiki/%E9%98%BF%E7%88%BE%E5%A1%94%E8%BF%AA%E7%B4%8D_(%E5%8A%A0%E5%88%A9%E7%A6%8F%E5%B0%BC%E4%BA%9E%E5%B7%9E)	阿爾塔迪納 (加利福尼亞州)	https://fr.wikipedia.org/wiki/Altadena	À quelle altitude se situe Altadena ?
516	https://hi.wikipedia.org/wiki/%E0%A4%AF%E0%A5%8B%E0%A4%B9%E0%A4%BE%E0%A4%A8_%E0%A4%B8%E0%A5%87%E0%A4%AC%E0%A4%BE%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BF%E0%A4%AF%E0%A4%A8_%E0%A4%AC%E0%A4%BE%E0%A4%96%E0%A4%BC	योहान सेबास्तियन बाख़	https://fr.wikipedia.org/wiki/Jean-S%C3%A9bastien_Bach	À quelle date Bach s’installe-t-il à Leipzig?
518	https://hi.wikipedia.org/wiki/%E0%A4%A6%E0%A5%80_%E0%A4%8F%E0%A4%9C_%E0%A4%91%E0%A4%AB%E0%A4%BC_%E0%A4%B0%E0%A5%80%E0%A4%9C%E0%A4%BC%E0%A4%A8	दी एज ऑफ़ रीज़न	https://fr.wikipedia.org/wiki/Le_Si%C3%A8cle_de_la_raison	À quelle date est paru “Le Siècle de la raison” de Thomas Paine?
85	https://zh.wikipedia.org/wiki/%E9%93%B2%E9%BD%BF%E4%B8%AD%E5%96%99%E9%B2%B8	铲齿中喙鲸	https://fr.wikipedia.org/wiki/Baleine_à_bec_de_Travers	À quelle espèce appartient le Mesoplon Traversii ?
491	https://en.wikipedia.org/wiki/Apsilus	Apsilus	https://fr.wikipedia.org/wiki/Apsilus	À quelle famille appartient l'Apsilus ?
130	https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E5%8D%91%E6%96%AF%E5%B8%A6	阿尔卑斯带	https://fr.wikipedia.org/wiki/Ceinture_alpine	À quelle période a commencé à se former la ceinture alpine ?
25	https://en.wikipedia.org/wiki/White_Collar_(TV_series)	White Collar (TV series)	https://fr.wikipedia.org/wiki/FBI_:_Duo_très_spécial	À quelle société de doublage a été confiée l’adaptation en français de la série White Collar?
218	https://sv.wikipedia.org/wiki/Emerging_Church	Emerging Church	https://fr.wikipedia.org/wiki/Église_émergente	À quels pasteurs les originies de L'Église émergente est-elle associée ?
223	https://en.wikipedia.org/wiki/Andrei_Kravchuk	Andrei Kravchuk	https://fr.wikipedia.org/wiki/Andreï_Kravtchouk	À qui Andreï Kravtchouk est-il marié ?
499	https://zh.wikipedia.org/wiki/%E5%88%86%E5%AD%90%E7%94%9F%E7%89%A9%E5%AD%A6	分子生物学	https://fr.wikipedia.org/wiki/Biologie_moléculaire	À qui doit-on le terme “biologie moléculaire”?
199	https://zh.wikipedia.org/wiki/%E9%85%92%E7%94%B0%E5%B8%82	酒田市	https://fr.wikipedia.org/wiki/Sakata_(Yamagata)	Au bord de quelle mer se trouve la ville de Sakata dans la préfecture de Yamagata ?
152	https://zh.wikipedia.org/wiki/%E9%87%8C%E5%BE%B9%E9%AB%98%E5%9C%B0	里徹高地	https://fr.wikipedia.org/wiki/Ritscher_Upland	Au cours de quelle expédition le Ritscher Upland  a-t-il été découvert ?
4	https://en.wikipedia.org/wiki/Mouthier-Haute-Pierre	Mouthier-Haute-Pierre	https://fr.wikipedia.org/wiki/Mouthier-Haute-Pierre	Autour de quel bâtiment le Mouthier-Haute-Pierre s'est-il initialement développé ?
101	https://fr.wikipedia.org/wiki/The_Fens	The Fens	https://fr.wikipedia.org/wiki/The_Fens	Autour de quel estuaire se situe la région de the Fens ?
367	https://fr.wikipedia.org/wiki/Aesculus_hippocastanum	Aesculus hippocastanum	https://fr.wikipedia.org/wiki/Aesculus_hippocastanum	Avec quel arbre est souvent confondu le marronier commun ?
476	https://fr.wikipedia.org/wiki/Gordon_Strachan	Gordon Strachan	https://fr.wikipedia.org/wiki/Gordon_Strachan	Avec quelle équipe Gordon Strachan fait-il ses début en tant que footballeur ?
267	https://zh.wikipedia.org/wiki/%E6%B3%95%E7%93%A6%E6%8B%89%E5%BE%B7%E6%8B%89%E9%87%8C%E9%9F%A6%E6%8B%89	法瓦拉德拉里韦拉	https://fr.wikipedia.org/wiki/Favara_(Espagne)	Avec quelle ville est jumelée Villelaure ?
265	https://zh.wikipedia.org/wiki/%E8%B5%AB%E5%B0%94%E6%9B%BC%C2%B7%E5%BC%97%E9%9B%B7%E6%B3%BD	赫尔曼·弗雷泽	https://fr.wikipedia.org/wiki/Herman_Frazier	Avec quels coureurs Herman Frazier remporte la seule médaille d'or qu'il a obtenu aux JO ? 
53	https://zh.wikipedia.org/wiki/%E9%A5%B6%E8%88%8C%E8%80%85%E9%92%B1%E6%96%AF	饶舌者钱斯	https://fr.wikipedia.org/wiki/Chance_the_Rapper	Quel est le nom de la première mixtape de Chance the Rapper ? 
313	https://zh.wikipedia.org/wiki/%E5%90%89%E5%88%97%E4%BD%93%E8%82%B2%E5%9C%BA	吉列体育场	https://fr.wikipedia.org/wiki/Gillette_Stadium	Combien a coûté la construction du Gillette Stadium ?
489	https://fr.wikipedia.org/wiki/111_West_57th_Street	111 West 57th Street	https://fr.wikipedia.org/wiki/111_West_57th_Street	Combien d'appartements appartiennent à la Steinway Tower ?
234	https://zh.wikipedia.org/wiki/%E6%B5%B7%E6%B3%95%E5%A4%A7%E5%AD%A6	海法大学	https://fr.wikipedia.org/wiki/Université_de_Haïfa	Combien d'élèves étudiaient à l'Université d'Haïfa la première année suivant sa création ?
118	https://fr.wikipedia.org/wiki/Folorunsho_Alakija	Folorunsho Alakija	https://fr.wikipedia.org/wiki/Folorunsho_Alakija	Combien d'enfants a le père de Folorunsho Alakija ?
177	https://zh.wikipedia.org/wiki/%E8%89%B3%E7%BB%87%E9%9B%80%E5%B1%9E	艳织雀属	https://fr.wikipedia.org/wiki/Foudia	Combien d'espèces au total regroupe le genre Foudia ? 
274	https://fr.wikipedia.org/wiki/FEAR_(jeu_vid%C3%A9o)	FEAR (jeu vidéo)	https://fr.wikipedia.org/wiki/FEAR_(jeu_vidéo)	Combien d'extensions ont été développées de F.E.A.R par Timegate Studios 
188	https://sv.wikipedia.org/wiki/Lautersheim	Lautersheim	https://fr.wikipedia.org/wiki/Lautersheim	Combien d’habitants compte Lautersheim ?
254	https://en.wikipedia.org/wiki/Frances_Farmer	Frances Farmer	https://fr.wikipedia.org/wiki/Frances_Farmer	Combien de (demi-)frères et (demi-)soeurs a Frances Farmer ?
287	https://fr.wikipedia.org/wiki/Infiniti_G	Infiniti G	https://fr.wikipedia.org/wiki/Infiniti_G	Combien de générations de berlines G ont été lancées ?
240	https://fr.wikipedia.org/wiki/Guillemot_de_Tro%C3%AFl	Guillemot de Troïl	https://fr.wikipedia.org/wiki/Guillemot_de_Troïl	Combien de guillemots de Troïl pouvait-on compter en Bretagne en 1936 ?
120	https://zh.wikipedia.org/wiki/%E5%BA%93%E5%B0%94%E6%81%B0%E5%B0%94%C2%B7%E7%9B%96%E5%B0%94%E7%9B%96%E4%BC%8A	库尔恰尔·盖尔盖伊	https://fr.wikipedia.org/wiki/Gergely_Kulcsár	Combien de médailles Gergely Kulcsár a-t-il gagné aux championnats d'Europe ?
46	https://fr.wikipedia.org/wiki/Championnats_du_monde_de_biathlon_1991	Championnats du monde de biathlon 1991	https://fr.wikipedia.org/wiki/Championnats_du_monde_de_biathlon_1991	Combien de médailles la Bulgarie a-t-elle remporté lors des championnats du monde de biathlon 1991?
131	https://zh.wikipedia.org/wiki/%E5%B0%8F%E9%87%8E%E8%B2%93%E7%9A%84%E5%85%AC%E8%B7%AF%E6%AD%B7%E9%9A%AA%E8%A8%98	小野貓的公路歷險記	https://fr.wikipedia.org/wiki/Faster,_Pussycat!_Kill!_Kill!	"Combien de temps dure le film ""Faster, Pussycat! Kill! Kill!"" ?"
239	https://zh.wikipedia.org/wiki/%E5%B7%B4%E8%B5%AB%E6%8B%89%E5%A7%86%E4%B8%80%E4%B8%96	巴赫拉姆一世	https://fr.wikipedia.org/wiki/Vahram_Ier	Combien de temps le souverain Bahram 1er a-t-il régné ?
737	https://hi.wikipedia.org/wiki/%E0%A4%87%E0%A4%A8%E0%A5%8D%E0%A4%9C%E0%A5%87%E0%A4%A8%E0%A5%81%E0%A4%87%E0%A4%9F%E0%A5%80	इन्जेनुइटी	https://fr.wikipedia.org/wiki/Ingenuity_(h%C3%A9licopt%C3%A8re)	Combien pèse l’hélicoptère Ingenuity?
109	https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%96%AF%E7%9A%AE%E6%96%AF%E5%85%8B	卡斯皮斯克	https://fr.wikipedia.org/wiki/Kaspiisk	Comment a été initialement été appelée la vile de Kaspiisk à sa création ?
146	https://sv.wikipedia.org/wiki/Film_i_Frankrike	Film i Frankrike	https://fr.wikipedia.org/wiki/Cinéma_français	Comment Émile Reynaud appelle-t-il ses films ?
236	https://fr.wikipedia.org/wiki/(5412)_Rou	(5412) Rou	https://fr.wikipedia.org/wiki/(5412)_Rou	Comment est caractérisée l'orbite de Rou ?
363	https://zh.wikipedia.org/wiki/%E5%B8%9D%E5%9B%BD	帝国	https://fr.wikipedia.org/wiki/Empire	Comment est défini un empire selon le Trésor de la langue française informatisé ?
19	https://en.wikipedia.org/wiki/Paul_Egede	Paul Egede	https://fr.wikipedia.org/wiki/Paul_Egede	Comment est morte la mère de Paul Hansen Egede ?
203	https://sv.wikipedia.org/wiki/Lil_Dagover	Lil Dagover	https://fr.wikipedia.org/wiki/Lil_Dagover	Comment Lil Dagover a-t-elle découvert le cinéma ?
291	https://fr.wikipedia.org/wiki/Omega_Centauri	Omega Centauri	https://fr.wikipedia.org/wiki/Omega_Centauri	Comment Omega Centauri a-t-il été classé en tout premier ?
736	https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A4%BF%E0%A4%B8_%E0%A4%95%E0%A5%8B%E0%A4%B2%E0%A5%8D%E0%A4%AB%E0%A4%B0	क्रिस कोल्फर	https://fr.wikipedia.org/wiki/Chris_Colfer	Comment s’appelle le doubleur de Chris Colfer?
237	https://fr.wikipedia.org/wiki/(661)_Cl%C3%A9lie	(661) Clélie	https://fr.wikipedia.org/wiki/(661)_Clélie	D'après quel personnage l'astéroïde 661 Cloelia est-il appelé ?
116	https://zh.wikipedia.org/wiki/%E6%B3%A2%E8%A5%BF%E7%B8%A3_(%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%B4%8D%E5%B7%9E)	波西縣 (印第安納州)	https://fr.wikipedia.org/wiki/Comté_de_Posey	D'où provient le nom du comté de Posey ?
206	https://zh.wikipedia.org/wiki/%E9%A9%AC%E9%B2%81%E7%93%A6%E5%8B%92%E5%A5%B6%E9%85%AA	马鲁瓦勒奶酪	https://fr.wikipedia.org/wiki/Maroilles_(fromage)	D'où vient le nom du Maroilles ?
250	https://zh.wikipedia.org/wiki/%E5%8A%A0%E6%8B%89%E9%9C%8D%E5%A5%88%E5%9B%BD%E5%AE%B6%E5%85%AC%E5%9B%AD	加拉霍奈国家公园	https://fr.wikipedia.org/wiki/Parc_national_de_Garajonay	D'où vient le nom du parc nation de Garajonay ?
142	https://zh.wikipedia.org/wiki/%E5%9C%8B%E9%9A%9B%E5%A5%87%E9%80%A3%E8%97%8D	國際奇連藍	https://fr.wikipedia.org/wiki/International_Klein_Blue	D'un point de vue chimique, qu'est-ce que le bleu outremer ?
128	https://sv.wikipedia.org/wiki/Retronym	Retronym	https://fr.wikipedia.org/wiki/Rétronymie	Dans le cadre de la rétronymie, qu'est-ci cause généralement l'appartion d'un rétronyme ?
22	https://en.wikipedia.org/wiki/H%C3%BCffelsheim	Hüffelsheim	https://fr.wikipedia.org/wiki/Hüffelsheim	Dans quel arrondissement se trouve la municipalité de Hüffelsheim?
169	https://sv.wikipedia.org/wiki/Gu_Bon-gil	Gu Bon-gil	https://fr.wikipedia.org/wiki/Gu_Bon-gil	Dans quel discipline sportive Gu Bon-gil  s'illustre-t-il ?
172	https://zh.wikipedia.org/wiki/%E7%A7%91%E5%85%8B%E5%A4%A7%E5%AD%A6	科克大学	https://fr.wikipedia.org/wiki/University_College_Cork	Dans quel lieu l'University College Cork est-elle supposément être située ?
100	https://zh.wikipedia.org/wiki/%E7%B4%84%E7%BF%B0%C2%B7%E6%96%AF%E6%96%87%E5%B0%BC	約翰·斯文尼	https://fr.wikipedia.org/wiki/John_Swinney	Dans quel parti John Swinney s'engage dés l'âge de 15 ans ?
178	https://zh.wikipedia.org/wiki/%E9%94%A1%E5%BE%B7%E9%87%8C%E5%85%8B%C2%B7%E5%88%A9%E5%BE%B7%E5%B0%94	锡德里克·利德尔	https://fr.wikipedia.org/wiki/Cedric_Liddell	Dans quel pays est né Cedric Liddel, rameur d'aviron ?
148	https://zh.wikipedia.org/wiki/%E5%87%B1%E6%92%92%E9%A6%96%E9%A0%98	凱撒首領	https://fr.wikipedia.org/wiki/Kaiser_Chiefs	"Dans quel studio l'album ""Education, Education, Education and War"" des Kaiser Chiefs a-t-il été enregistré ?"
468	https://zh.wikipedia.org/wiki/%E5%8D%9A%E7%88%BE%E9%A6%AC%E9%87%8C%E7%83%8F%E5%B8%95%E9%BD%8A%E6%8B%89	博爾馬里烏帕齊拉	https://fr.wikipedia.org/wiki/Boalmari	Dans quelle division du Bangladesh se trouve l’upazila de Boalmari?
500	https://zh.wikipedia.org/wiki/%E4%B8%B9%C2%B7%E8%98%AD%E6%A0%BC%E5%80%AB	丹·蘭格倫	https://fr.wikipedia.org/wiki/Dan_Lungren	Dans quelle institution Daniel Edward Lungren a-t-il été élu en 1979.
495	https://zh.wikipedia.org/wiki/186%E5%B9%B4	186年	https://fr.wikipedia.org/wiki/186	Dans quelle région de France Pertinax est-il envoyé comme légat en l'an 186 ?
759	https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%81%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A5%81_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4	बान्दुन्दु प्रान्त	https://fr.wikipedia.org/wiki/Bandundu_(province)	De quand date la division de la province de Bandundu?
505	https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A5%88%E0%A4%95%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%AE%E0%A5%87%E0%A4%82%E0%A4%9F%E0%A5%8B_%E0%A4%95%E0%A4%BF%E0%A4%82%E0%A4%97%E0%A5%8D%E0%A4%B8	सैक्रामेंटो किंग्स	https://fr.wikipedia.org/wiki/Kings_de_Sacramento	De quand date le déménagement en Californie des Kings de Sacramento?
210	https://zh.wikipedia.org/wiki/%E5%B0%8F%E7%AB%B9%E9%BC%A0%E5%B1%AC	小竹鼠屬	https://fr.wikipedia.org/wiki/Cannomys_badius	De quel genre est le Petit rat des bambous ?
510	https://hi.wikipedia.org/wiki/%E0%A4%AF%E0%A5%82%E0%A4%88%E0%A4%8F%E0%A4%AB%E0%A4%8F_%E0%A4%AF%E0%A5%82%E0%A4%B0%E0%A5%8B%E0%A4%AA%E0%A4%BE_%E0%A4%B2%E0%A5%80%E0%A4%97	यूईएफए यूरोपा लीग	https://fr.wikipedia.org/wiki/Ligue_Europa	De quelle compétition la ligue Europa est-elle le successeur?
150	https://zh.wikipedia.org/wiki/%E7%9B%8E%E6%A0%BC%E9%AD%AF%E6%84%9B%E7%88%BE%E8%98%AD%E4%BA%BA	盎格魯愛爾蘭人	https://fr.wikipedia.org/wiki/Anglo-Irlandais	De qui descendent les Anglo-Irlandais ?
88	https://en.wikipedia.org/wiki/BAFTA_Award_for_Best_Actor_in_a_Supporting_Role	BAFTA Award for Best Actor in a Supporting Role	https://fr.wikipedia.org/wiki/British_Academy_Film_Award_du_meilleur_acteur_dans_un_second_rôle	Depuis quelle année le British Academy Film Award du meilleur acteur dans un second rôle est-il décerné ?
259	https://fr.wikipedia.org/wiki/Agastache	Agastache	https://fr.wikipedia.org/wiki/Agastache	Donne moi la famille et la sous famille de l'agastaches.
141	https://fr.wikipedia.org/wiki/The_Eternal_Idol	The Eternal Idol	https://fr.wikipedia.org/wiki/The_Eternal_Idol	"Donne moi les 9 titres que composent l'album ""The Eternal Idol"" de Black Sabbath."
754	https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A5%81%E0%A4%93%E0%A4%A8%E0%A5%8D%E0%A4%97_%E0%A4%A4%E0%A4%A8%E0%A5%8D%E0%A4%B8%E0%A4%A8%E0%A5%8D%E0%A4%97%E0%A5%8D	त्रुओन्ग तन्सन्ग्	https://fr.wikipedia.org/wiki/Tr%C6%B0%C6%A1ng_T%E1%BA%A5n_Sang	Durant quelle période Trương Tấn Sang a-t-il assumé la présidence de l’état vietnamien?
16	https://en.wikipedia.org/wiki/Herpy-l%27Arl%C3%A9sienne	Herpy-l'Arlésienne	https://fr.wikipedia.org/wiki/Herpy-l%27Arlésienne	En 2024 comment est catégorisé Herpy-l'Arlésienne en terme de typologie ?
280	https://sv.wikipedia.org/wiki/Choe_Ryong-hae	Choe Ryong-hae	https://fr.wikipedia.org/wiki/Choe_Ryong-hae	En avril 2012, â quel poste est promu Choe Ryong-hae ?
220	https://sv.wikipedia.org/wiki/Chichester,_New_Hampshire	Chichester, New Hampshire	https://fr.wikipedia.org/wiki/Chichester_(États-Unis)	En quel honneur la ville de Chichester a-t-elle été fondée ?
114	https://zh.wikipedia.org/wiki/%E9%98%BF%E9%81%93%E5%A4%AB%C2%B7%E5%8A%A0%E5%85%B0%E5%BE%B7	阿道夫·加兰德	https://fr.wikipedia.org/wiki/Adolf_Galland	En quelle année Adolf Galland a-t-il été reçu au concours d'entrée de l'école de pilotage de l'aviation civile ?
122	https://zh.wikipedia.org/wiki/695%E5%B9%B4	695年	https://fr.wikipedia.org/wiki/695	En quelle année Childebert IV est-il devenu roi des Francs?
64	https://en.wikipedia.org/wiki/Gregory_III_Laham	Gregory III Laham	https://fr.wikipedia.org/wiki/Grégoire_III_Laham	En quelle année Loufti Laham est-il devenu exarque patriarcal de Jérusalem?
221	https://zh.wikipedia.org/wiki/%E5%90%95%E6%9E%97	吕林	https://fr.wikipedia.org/wiki/Lü_Lin	En quelle année Lü Lin a-t-il été champion du monde pour la première fois ?
143	https://zh.wikipedia.org/wiki/%E5%93%A5%E4%BC%A6%E6%AF%94%E4%BA%9A%E6%80%BB%E7%BB%9F	哥伦比亚总统	https://fr.wikipedia.org/wiki/Président_de_la_république_de_Colombie	En quelle année une révision constitutionnelle a autoriser un président colombien à effectuer un deuxième mandat consécutif ?
748	https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A5%81%E0%A4%95%E0%A4%B0_%E0%A4%9F%E0%A5%80_%E0%A4%B5%E0%A4%BE%E0%A4%B6%E0%A4%BF%E0%A4%82%E0%A4%97%E0%A4%9F%E0%A4%A8	बुकर टी वाशिंगटन	https://fr.wikipedia.org/wiki/Booker_T._Washington	En quoi l’invitation de Booker T Washington à la Maison Blanche est-elle marquante?
734	https://hi.wikipedia.org/wiki/%E0%A4%86%E0%A4%B2%E0%A5%8D%E0%A4%AE%E0%A5%87%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%A8%E0%A5%8D%E0%A4%A4	आल्मेरिया प्रान्त	https://fr.wikipedia.org/wiki/Province_d%27Almer%C3%ADa	En quoi le climat de la province d'Almería est-il unique en Europe?
36	https://en.wikipedia.org/wiki/Galicia_(Spain)	Galicia (Spain)	https://fr.wikipedia.org/wiki/Galice	En quoi le royaume suève et le royaume de Galice sont-ils liés?
278	https://sv.wikipedia.org/wiki/Alemanner	Alemanner	https://fr.wikipedia.org/wiki/Alamans	En quoi les alamans croyaient-ils avant d'être christianisés ?
127	https://en.wikipedia.org/wiki/Aloadae	Aloadae	https://fr.wikipedia.org/wiki/Aloades	En quoi les aloades sont-ils différents des géants originaux ?
292	https://fr.wikipedia.org/wiki/Corneille_%C3%A0_t%C3%AAte_brune	Corneille à tête brune	https://fr.wikipedia.org/wiki/Corneille_à_tête_brune	En terme d'apparence, qu'est-ce qui différencie principalement le mâle de la femelle Corneille à tête brune ?
138	https://zh.wikipedia.org/wiki/%E7%90%86%E6%9F%A5%E5%BE%B7%C2%B7%E6%B2%83%E6%81%A9%C2%B7%E6%96%AF%E5%AE%BE%E5%A1%9E	理查德·沃恩·斯宾塞	https://fr.wikipedia.org/wiki/Richard_V._Spencer	Entre novembre 2001 et janvier 2008, qu'a dirigé Richard Vaughn Spencer ?
307	https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%A2%85%E5%B0%94%E8%A5%BF	上梅尔西	https://fr.wikipedia.org/wiki/Mercy-le-Haut	Explique moi en quelques mots la situation hydrographique de Mercy-le-Haut
81	https://sv.wikipedia.org/wiki/Ludhiana	Ludhiana	https://fr.wikipedia.org/wiki/Ludhiana	Sur quelle grande route est située Ludhiana?
752	https://hi.wikipedia.org/wiki/%E0%A4%AA%E0%A4%BE%E0%A4%AE%E0%A4%BF%E0%A4%9F%E0%A5%8B%E0%A4%B2%E0%A5%87%E0%A4%87%E0%A4%95_%E0%A4%85%E0%A4%AE%E0%A5%8D%E0%A4%B2	पामिटोलेइक अम्ल	https://fr.wikipedia.org/wiki/Acide_palmitol%C3%A9ique	Dans quelle partie du corps la concentration d'acide palmitoléique est-elle généralement plus élevée ?
32	https://en.wikipedia.org/wiki/Hamilton_Academical_F.C.	Hamilton Academical F.C.	https://fr.wikipedia.org/wiki/Hamilton_Academical_Football_Club	Combien de matchs le Hamilton Academical Football Club a-t-il gagné lors de sa promotion en Scottish County League?
78	https://en.wikipedia.org/wiki/Antenna_(biology)	Antenna (biology)	https://fr.wikipedia.org/wiki/Antenne_(biologie)	De quels types peuvent être les antennes des arthropodes ?
232	https://fr.wikipedia.org/wiki/Oudalan_(province)	Oudalan (province)	https://fr.wikipedia.org/wiki/Oudalan_(province)	Où est située la province de l'Oudalan au Burkina faso ?
243	https://zh.wikipedia.org/wiki/%E7%B4%84%E5%A7%86%E6%96%AF%E7%B6%AD%E4%BA%AC	約姆斯維京	https://fr.wikipedia.org/wiki/Jomsvikings	Où était située la forteresse de Jomsborg selon les sagas nordiques ?
