URL-idx	Primary Wikipedia URL	title	url-localized	Question
136	https://zh.wikipedia.org/wiki/%E6%B3%95%E5%9C%8B%E8%88%AA%E7%A9%BA296%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	法國航空296號班機空難	https://fr.wikipedia.org/wiki/Crash_de_Habsheim	Où l'avion impliqué dans le crash de Habsheim s'est il écrasé ?
102	https://zh.wikipedia.org/wiki/%E5%9F%83%E8%92%82%E5%A5%A5%E5%8B%92	埃蒂奥勒	https://fr.wikipedia.org/wiki/Étiolles	Par quel fleuve Étiolles est-elle longée à l'ouest ?
184	https://sv.wikipedia.org/wiki/Saint-Cl%C3%A9ment,_Yonne	Saint-Clément, Yonne	https://fr.wikipedia.org/wiki/Saint-Clément_(Yonne)	Par quelle rivière est traversée Saint-Clément ?
279	https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%85%8B%C2%B7%E6%B2%83%E7%BA%B3	马克·沃纳	https://fr.wikipedia.org/wiki/Mark_Warner_(homme_politique)	Par qui Mark Warner a-t-il été battu en 1996 lors des éléctions sénatoriales ?
18	https://en.wikipedia.org/wiki/Petra_van_Staveren	Petra van Staveren	https://fr.wikipedia.org/wiki/Petra_van_Staveren	Petra van Staveren a-t-elle remporté une médaille olympique?
298	https://fr.wikipedia.org/wiki/Canon_EOS_70D	Canon EOS 70D	https://fr.wikipedia.org/wiki/Canon_EOS_70D	Pour quel aspect le Canon EOS 70D a-t-il principalement été reconnu ?
42	https://zh.wikipedia.org/wiki/%E7%B4%85%E7%89%9B%E9%AB%94%E8%82%B2%E5%A0%B4_(%E8%96%A9%E7%88%BE%E6%96%AF%E5%A0%A1)	紅牛體育場 (薩爾斯堡)	https://fr.wikipedia.org/wiki/Red_Bull_Arena_(Salzbourg)	Pour quelle raison le stade Red Bull à Salzbourg a-t-il été réaménagé?
494	https://en.wikipedia.org/wiki/R%C3%B3ger_Guedes	Róger Guedes	https://fr.wikipedia.org/wiki/Róger_Guedes	Pour quelle raison Róger Krug Guedes a-t-il demandé son transfert de Palmeiras ?
105	https://en.wikipedia.org/wiki/Kremlin_(fortification)	Kremlin (fortification)	https://fr.wikipedia.org/wiki/Kremlin	Pour quelles raisons le kremlin de Tobolsk est-il notoire?
204	https://fr.wikipedia.org/wiki/Mar%C3%ADa_Grever	María Grever	https://fr.wikipedia.org/wiki/Mar%C3%ADa_Grever	Pour quels studios travaillait María Grever en 1920 ?
721	https://hi.wikipedia.org/wiki/%E0%A4%AA%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%9C	प्याज	https://fr.wikipedia.org/wiki/Oignon	Pourquoi couper un oignon fait-il pleurer?
315	https://sv.wikipedia.org/wiki/Microsoft_Edge	Microsoft Edge	https://fr.wikipedia.org/wiki/Microsoft_Edge	Pourquoi Internet Explorer est-il devenu obsolète ?
317	https://fr.wikipedia.org/wiki/Emden_(1925)	Emden (1925)	https://fr.wikipedia.org/wiki/Emden_(1925)	Pourquoi la construction du navire de guerre allemand Emden a-t-elle été retardée ?
738	https://hi.wikipedia.org/wiki/%E0%A4%8F%E0%A4%B8%E0%A5%8D%E0%A4%AA%E0%A5%87%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%B8	एस्पेरेन्स	https://fr.wikipedia.org/wiki/Esperance_(Australie-Occidentale)	Pourquoi la ville d’Esperance en Australie occidentale a-t-elle infligé une amende à la NASA?
87	https://fr.wikipedia.org/wiki/Khobar	Khobar	https://fr.wikipedia.org/wiki/Khobar	Pourquoi la ville de Khobar est-t-elle importante pour le Barheïn?
253	https://sv.wikipedia.org/wiki/Laurance_Rockefeller	Laurance Rockefeller	https://fr.wikipedia.org/wiki/Laurance_Rockefeller	Qu'a acheté Laurance Rockefeller sur l'île Saint-John en 1954 ?
252	https://zh.wikipedia.org/wiki/%E5%9C%B0%E7%8B%B1_(%E5%B0%8F%E8%AF%B4)	地狱 (小说)	https://fr.wikipedia.org/wiki/Inferno_(roman_de_Dan_Brown)	Qu'a construit Bertrand Zobrist pour sauver l'humanité dans Inferno ?
226	https://zh.wikipedia.org/wiki/%E6%A0%BC%E7%BE%85%E5%AF%A7%E6%A0%B9%E5%8D%9A%E7%89%A9%E9%A4%A8	格羅寧根博物館	https://fr.wikipedia.org/wiki/Musée_de_Groningue	Qu’est-ce qui a inspiré le projet du musée de Groningue ?
103	https://sv.wikipedia.org/wiki/Labalme	Labalme	https://fr.wikipedia.org/wiki/Labalme	Qu'est-ce qui constitue principalement l'occupation des sols de la commune de Labalme ?
123	https://fr.wikipedia.org/wiki/Comt%C3%A9_de_Gogebic	Comté de Gogebic	https://fr.wikipedia.org/wiki/Comté_de_Gogebic	Qu'est-ce qui sépare géographiquement le compté de Gogebic et le compté de Vilas ?
185	https://zh.wikipedia.org/wiki/%E9%B5%9D%E8%9B%8B%E5%BD%A2	鵝蛋形	https://fr.wikipedia.org/wiki/Ovale	"Qu'indique le terme ""ovale"" dans le sens étymologique ?"
43	https://sv.wikipedia.org/wiki/Captain_Morgan	Captain Morgan	https://fr.wikipedia.org/wiki/Captain_Morgan	Quand a été crée la boisson Captain Morgan?
89	https://fr.wikipedia.org/wiki/Deuxi%C3%A8me_concile_de_Nic%C3%A9e	Deuxième concile de Nicée	https://fr.wikipedia.org/wiki/Deuxième_concile_de_Nicée	Quand a eu lieu le premier concile de Nicée ?
761	https://hi.wikipedia.org/wiki/%E0%A4%AC%E0%A5%87%E0%A4%9F%E0%A4%BF%E0%A4%A8%E0%A4%BE_%E0%A4%B9%E0%A5%87%E0%A4%A8%E0%A5%87%E0%A4%A8-%E0%A4%86%E0%A4%AF%E0%A5%87%E0%A4%9A	बेटिना हेनेन-आयेच	https://fr.wikipedia.org/wiki/Bettina_Heinen-Ayech	Quand Bettina Heinen-Ayech a-t-elle reçu le Grand Prix de la ville d’Alger?
198	https://zh.wikipedia.org/wiki/%E7%A7%8B%E5%A4%95_(%E6%9C%9D%E9%AE%AE%E5%8D%8A%E5%B3%B6)	秋夕 (朝鮮半島)	https://fr.wikipedia.org/wiki/Chuseok	Que célèbre le Chuseok ?
158	https://fr.wikipedia.org/wiki/Liu_Wenhui	Liu Wenhui	https://fr.wikipedia.org/wiki/Liu_Wenhui	Que dirigeait Liu Wenhui entre 1929 et 1935 ?
107	https://zh.wikipedia.org/wiki/%E5%85%B1%E4%BA%AB%E6%BA%90%E4%BB%A3%E7%A0%81	共享源代码	https://fr.wikipedia.org/wiki/Shared_Source	"Que permet le type de licence ""Shared Source"" ?"
156	https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E5%BC%97%E9%9B%B7%E5%BE%B7%C2%B7%E6%99%AE%E8%8E%B1	阿尔弗雷德·普莱	https://fr.wikipedia.org/wiki/Alfred_Plé	Quel a été le métier d'Alfred Plé ?
174	https://fr.wikipedia.org/wiki/Johnny_Cash	Johnny Cash	https://fr.wikipedia.org/wiki/Johnny_Cash	Quel a été le premier rôle au cinéma de Johnny Cash?
197	https://fr.wikipedia.org/wiki/Oxford_University_Association_Football_Club	Oxford University Association Football Club	https://fr.wikipedia.org/wiki/Oxford_University_Association_Football_Club	Quel économiste à la Banque de France à joué en 2016 à l'Oxford University AFC ?
92	https://zh.wikipedia.org/wiki/%E6%A2%81%E5%B1%B1%E5%8E%BF	梁山县	https://fr.wikipedia.org/wiki/Xian_de_Liangshan	Quel élément géographique important est présent sur Le xian de Liangshan ? 
145	https://zh.wikipedia.org/wiki/%E5%85%83%E4%BA%A8_(%E6%97%A5%E6%9C%AC)	元亨 (日本)	https://fr.wikipedia.org/wiki/Ère_Genkō_(première)	Quel empereur régnait du temps de la première ère Genko ?
416	https://zh.wikipedia.org/wiki/%E5%90%90%E9%B2%81%E7%95%AA%E5%B8%82	吐鲁番市	https://fr.wikipedia.org/wiki/Tourfan	Quel est l'atout géographique principal de Tourfan ?
180	https://en.wikipedia.org/wiki/Le_Mesnil-Opac	Le Mesnil-Opac	https://fr.wikipedia.org/wiki/Le_Mesnil-Opac	Quel est le climat de la commune Le Mesnil Opac ?
264	https://sv.wikipedia.org/wiki/Speichersdorf	Speichersdorf	https://fr.wikipedia.org/wiki/Speichersdorf	Quel est le code postal de Speichersdorf ?
716	https://hi.wikipedia.org/wiki/%E0%A4%A8%E0%A4%B9%E0%A4%BE%E0%A4%B5%E0%A4%82%E0%A4%A6	नहावंद	https://fr.wikipedia.org/wiki/Nahavand	Quel est le lien entre la ville de Nahavand et Laodicée?
97	https://en.wikipedia.org/wiki/Wheein	Wheein	https://fr.wikipedia.org/wiki/Wheein	Quel est le nom de l'album solo de Wheein sorti en 2022 ?
409	https://zh.wikipedia.org/wiki/%E7%BD%97%E8%90%A8%E9%87%8C%E5%A5%A5	罗萨里奥	https://fr.wikipedia.org/wiki/Rosario	Quel est le point d'origine de la ville de Rosario ?
176	https://fr.wikipedia.org/wiki/Noonie_Bao	Noonie Bao	https://fr.wikipedia.org/wiki/Noonie_Bao	Quel est le pseudonyme de Jonnali Mikaela Parmenius ?
290	https://zh.wikipedia.org/wiki/VinFast	VinFast	https://fr.wikipedia.org/wiki/VinFast	Quel est le seul sponsor du tout premier Grand Prix de Formule 1 organisé au Vietnam ?
126	https://zh.wikipedia.org/wiki/%E7%BA%A6%E7%BF%B0%C2%B7%E5%85%8B%E9%87%8C%E6%96%AF%E6%89%98%E5%BC%97%C2%B7%E5%A8%81%E5%88%A9%E6%96%AF	约翰·克里斯托弗·威利斯	https://fr.wikipedia.org/wiki/John_Christopher_Willis	Quel événement a poussé John Christopher Willis a étudier la distribution des végétaux ?
364	https://zh.wikipedia.org/wiki/%E9%98%BF%E5%8D%9C%E6%9D%9C%E6%8B%89%E8%B5%AB%E6%9B%BC%C2%B7%E9%98%BF%E9%87%8C%E5%A4%AB	阿卜杜拉赫曼·阿里夫	https://fr.wikipedia.org/wiki/Abdel_Rahman_Aref	Quel événement à propulser Abdel Rahman Aref  président temporaire de la république irakienne ?
202	https://en.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	HSC Csíkszereda	https://fr.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	Quel événement a-t-il motivé les jeunes de Miercurea-Ciuc à s'investir dans le hockey sur glace ? 
117	https://zh.wikipedia.org/wiki/%E4%BB%A5%E8%89%B2%E5%88%97%E8%88%AA%E7%A9%BA402%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	以色列航空402號班機空難	https://fr.wikipedia.org/wiki/Vol_El_Al_402	Quel fait dramatique implique la compagnie EL AI le 27 juillet 1955 ?
311	https://zh.wikipedia.org/wiki/%E7%83%8F%E5%85%8B%E8%98%AD%E5%BA%AB%E9%82%A6	烏克蘭庫邦	https://fr.wikipedia.org/wiki/Karbovanets	Quel monnaie le karbovanets a-t-il remplacé en 1992 ?
222	https://fr.wikipedia.org/wiki/%C3%82ge_d%27or_danois	Âge d'or danois	https://fr.wikipedia.org/wiki/Âge_d%27or_danois	Quel peintre a lancé le mouvement d'Âge d'or au Danemark ?
241	https://fr.wikipedia.org/wiki/Collage_(art)	Collage (art)	https://fr.wikipedia.org/wiki/Collage_(art)	Quel philosophe parle de collagisme en faisant référence aux artistes qui utilisaient le collage à partir des années 1910 ?
96	https://fr.wikipedia.org/wiki/Sophie_N%C3%A9lisse	Sophie Nélisse	https://fr.wikipedia.org/wiki/Sophie_Nélisse	Quel rôle a value à Sophie Nélisse le prix Génie de meilleure actrice dans un second rôle en 2016 ?
746	https://hi.wikipedia.org/wiki/%E0%A4%A6%E0%A4%96%E0%A4%AE%E0%A4%BE	दखमा	https://fr.wikipedia.org/wiki/Tour_du_silence	Quel rôle ont les tours de silence dans le zoroastrisme?
27	https://en.wikipedia.org/wiki/Ted_Lange	Ted Lange	https://fr.wikipedia.org/wiki/Ted_Lange	Quel rôle Theodore William Lange a-t-il joué dans La croisière s’amuse?
452	https://fr.wikipedia.org/wiki/Fraction_unitaire	Fraction unitaire	https://fr.wikipedia.org/wiki/Fraction_unitaire	Quel type de fraction compose la série harmonique ?
271	https://sv.wikipedia.org/wiki/HMY_Britannia	HMY Britannia	https://fr.wikipedia.org/wiki/Britannia_(navire)	Quel yacht le prince Philipe utilise en 1956 pour se rendre aux JO de Melbourne ?
163	https://zh.wikipedia.org/wiki/%E5%A5%A7%E6%89%8E%E9%AD%AF%E5%A4%AB	奧扎魯夫	https://fr.wikipedia.org/wiki/Ożarów_(Sainte-Croix)	Quelle communauté était présente historiquement dans la ville de Ożarów ?
119	https://zh.wikipedia.org/wiki/%E8%A7%82%E6%B5%8B%E5%AE%87%E5%AE%99%E5%AD%A6	观测宇宙学	https://fr.wikipedia.org/wiki/Cosmologie_observationnelle	Quelle découverte en 1965 est considérée comme une avancée majeure en cosmologie observationnelle ?
399	https://sv.wikipedia.org/wiki/Farrukhabad	Farrukhabad	https://fr.wikipedia.org/wiki/District_de_Farrukhabad	Quelle est la capitale du district de Farrukhabad?
56	https://zh.wikipedia.org/wiki/%E7%93%A6%E7%88%BE%E9%87%8C%E7%A7%91_(%E4%BD%9B%E7%BE%85%E9%87%8C%E9%81%94%E5%B7%9E)	瓦爾里科 (佛羅里達州)	https://fr.wikipedia.org/wiki/Valrico	Quelle est la densité de population à Valrico, en Floride?
165	https://fr.wikipedia.org/wiki/Palm_River-Clair_Mel	Palm River-Clair Mel	https://fr.wikipedia.org/wiki/Palm_River-Clair_Mel	Quelle est la densité de population de Palm River-Clair Mel ?
235	https://sv.wikipedia.org/wiki/Alan_Rachins	Alan Rachins	https://fr.wikipedia.org/wiki/Alan_Rachins	Quelle est la dernière série dans laquelle apparaît Alan Rachins ?
745	https://hi.wikipedia.org/wiki/%E0%A4%A8%E0%A5%8B%E0%A4%B0%E0%A4%BE_%E0%A4%AB%E0%A4%A4%E0%A5%87%E0%A4%B9%E0%A5%80	नोरा फतेही	https://fr.wikipedia.org/wiki/Nora_Fatehi	Quelle est la nationalité de l’actrice bollywoodienne Nora Fatehi?
275	https://zh.wikipedia.org/wiki/%E5%8D%A1%E9%BD%90%E7%BA%B3%E5%B7%9E	卡齐纳州	https://fr.wikipedia.org/wiki/État_de_Katsina	Quelle est la superficie de l’état de Katsina au Nigeria?
508	https://hi.wikipedia.org/wiki/%E0%A4%B2%E0%A4%BE_%E0%A4%B2%E0%A5%8D%E0%A4%B2%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%A8%E0%A4%BE	ला ल्लोरोना	https://fr.wikipedia.org/wiki/La_Llorona	Quelle figure historique est parfois associée à la légende de la Llorona?
299	https://fr.wikipedia.org/wiki/Nina_Curtis	Nina Curtis	https://fr.wikipedia.org/wiki/Nina_Curtis	Quelle est la meilleure médaille qu'a obtenu Nina Curtis aux Jeux Olympiques ?
413	https://sv.wikipedia.org/wiki/Den_nikomachiska_etiken	Den nikomachiska etiken	https://fr.wikipedia.org/wiki/Éthique_à_Nicomaque	Quelle période de la vie est considérée comme le bonheur selon Aristote ?
361	https://zh.wikipedia.org/wiki/%E8%BF%B7%E4%BD%A0%E7%BA%A2%E7%99%BD%E6%9C%BA	迷你红白机	https://fr.wikipedia.org/wiki/NES_Mini	Quelle taille de mémoire RAM possède la NES mini ?
82	https://sv.wikipedia.org/wiki/Bert_Olmstead	Bert Olmstead	https://fr.wikipedia.org/wiki/Bert_Olmstead	Quelle victoire permet à l'équipe de Murray Albert Olmstead de devenir la meilleure équipe de l'ouest du Canadat en 1944 ?
65	https://sv.wikipedia.org/wiki/F%C3%B6rlossning	Förlossning	https://fr.wikipedia.org/wiki/Accouchement	Quelles positions peuvent être adoptées lors de l’accouchement?
153	https://sv.wikipedia.org/wiki/Dourbies	Dourbies	https://fr.wikipedia.org/wiki/Dourbies	Quelles sont les communes limitrophes de Dourbies ?
15	https://en.wikipedia.org/wiki/FC_Zhenis	FC Zhenis	https://fr.wikipedia.org/wiki/FK_Astana-1964	Quelles sont les couleurs du Jenis Fýtbol Klýby?
175	https://en.wikipedia.org/wiki/Beauvechain	Beauvechain	https://fr.wikipedia.org/wiki/Beauvechain	Quelles sont les quatre communes limitrophes de Beauvechain ?
726	https://hi.wikipedia.org/wiki/%E0%A4%93%E0%A4%A6%E0%A4%BF%E0%A4%B8%E0%A5%80	ओदिसी	https://fr.wikipedia.org/wiki/Odyss%C3%A9e	Quels chants de l’Odyssée correspondent aux récits chez Alcinoos?
502	https://hi.wikipedia.org/wiki/%E0%A4%AE%E0%A5%80%E0%A4%A8%E0%A4%BE%E0%A4%AC	मीनाब	https://fr.wikipedia.org/wiki/Minab	Quels monuments historiques se trouvent dans la ville de Minab, en Iran?
38	https://zh.wikipedia.org/wiki/%E5%92%8C%E5%B9%B3%E5%8F%B7%E7%A9%BA%E9%97%B4%E7%AB%99	和平号空间站	https://fr.wikipedia.org/wiki/Mir_(station_spatiale)	Quels pays ont envoyé leurs premiers ressortissants dans l’espace dans le cadre du programme Mir?
743	https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%81%E0%A4%A8%E0%A4%B0_%E0%A4%A8%E0%A4%A6%E0%A5%80	कुनर नदी	https://fr.wikipedia.org/wiki/Kunar	Quels pays traversent la rivière Kunar?
462	https://fr.wikipedia.org/wiki/Dissidia:_Final_Fantasy	Dissidia: Final Fantasy	https://fr.wikipedia.org/wiki/Dissidia:_Final_Fantasy	Quels sont les deux personnages à débloquer dans le jeu Dissidia : Final Fantay ?
135	https://fr.wikipedia.org/wiki/Marko_Kiprusoff	Marko Kiprusoff	https://fr.wikipedia.org/wiki/Marko_Kiprusoff	Quels sont les grands événements de la carrière internationale de Marko Kiprusoff ? 
201	https://fr.wikipedia.org/wiki/Health_(groupe)	Health (groupe)	https://fr.wikipedia.org/wiki/Health_(groupe)	Quels sont les membres fondateurs du groupe HEALTH ?
60	https://sv.wikipedia.org/wiki/V%C3%A4rldsm%C3%A4sterskapet_i_ishockey_f%C3%B6r_herrar_1931	Världsmästerskapet i ishockey för herrar 1931	https://fr.wikipedia.org/wiki/Championnat_du_monde_de_hockey_sur_glace_1931	Quels sont les résultats des matchs du premier tour du Championnat du monde de hockey sur glace de 1931 ?
147	https://zh.wikipedia.org/wiki/%E8%A5%BF%E9%9B%85%E5%85%B8%E4%B8%93%E5%8C%BA	西雅典专区	https://fr.wikipedia.org/wiki/Athènes-Ouest	Quels sont les septs municipalités qui composent le district régional d'Athènes-Ouest ?
465	https://fr.wikipedia.org/wiki/G%C3%B6d%C3%B6ll%C5%91	Gödöllő	https://fr.wikipedia.org/wiki/Gödöllő	Qui a construit le château royal de Gödöllő ?
129	https://zh.wikipedia.org/wiki/%E9%9F%A6%E5%BB%96%E5%A4%AB%E9%87%91%E6%B4%9E%E7%A9%B4	韦廖夫金洞穴	https://fr.wikipedia.org/wiki/Gouffre_Veryovkina	Qui a découvert le gouffre Veryovkina ?
277	https://fr.wikipedia.org/wiki/Championnat_d%27Europe_f%C3%A9minin_de_handball_2016	Championnat d'Europe féminin de handball 2016	https://fr.wikipedia.org/wiki/Championnat_d%27Europe_féminin_de_handball_2016	Qui a été déclarée meilleure joueuse lors de la 12ème édition du Championnat d'Europe féminin de handball ?
61	https://zh.wikipedia.org/wiki/%E8%96%A9%E8%BF%A6%E6%B3%95%E7%8E%8B	薩迦法王	https://fr.wikipedia.org/wiki/Sakya_Trizin	Qui a été le premier Sakya Trizin?
182	https://fr.wikipedia.org/wiki/Peter_Iwers	Peter Iwers	https://fr.wikipedia.org/wiki/Peter_Iwers	Qui a influencé le jeu du bassiste Perter Iwers ?
238	https://zh.wikipedia.org/wiki/%E5%9C%A3%E4%BE%9D%E8%A5%BF%E5%A4%9A%E7%A6%84%E5%A0%82_(%E7%BD%97%E9%A9%AC)	圣依西多禄堂 (罗马)	https://fr.wikipedia.org/wiki/Église_Sant%27Isidoro_a_Capo_le_Case	Qui a initialement construit l'église Sant'Isidoro a Capo le Case ?
94	https://zh.wikipedia.org/wiki/%E7%A7%91%E5%B0%94%E5%AF%9F%E8%87%AA%E6%B2%BB%E7%9C%81	科尔察自治省	https://fr.wikipedia.org/wiki/République_de_Koritza	Qui a installé la république de Korça ?
50	https://sv.wikipedia.org/wiki/A_Portuguesa	A Portuguesa	https://fr.wikipedia.org/wiki/A_Portuguesa	Qui a mis en musique l’hymne national du Portugal?
93	https://zh.wikipedia.org/wiki/%E5%A5%A7%E5%BA%AB%E6%96%AF%E6%89%98%E9%9B%85%E6%96%AF%E5%B1%B1	奧庫斯托雅斯山	https://fr.wikipedia.org/wiki/Aukštojas	Qui a proposé le nom d'Aukštojas pour la colline la plus haute de Lituanie ?
187	https://fr.wikipedia.org/wiki/Taekwondo_aux_Jeux_olympiques_d%27%C3%A9t%C3%A9_de_2012_-_Plus_de_67_kg_femmes	Taekwondo aux Jeux olympiques d'été de 2012 - Plus de 67 kg femmes	https://fr.wikipedia.org/wiki/Taekwondo_aux_Jeux_olympiques_d%27été_de_2012_-_Plus_de_67_kg_femmes	Qui compose le podium de l'épreuve de Taekwondo aux Jeux olympiques d'été de 2012 - Plus de 67 kg femmes ?
121	https://fr.wikipedia.org/wiki/Victoire_Tomegah_Dogb%C3%A9	Victoire Tomegah Dogbé	https://fr.wikipedia.org/wiki/Victoire_Tomegah_Dogbé	Qui est la première ministre du Togo ?
266	https://sv.wikipedia.org/wiki/Geoffroi_de_Villehardouin	Geoffroi de Villehardouin	https://fr.wikipedia.org/wiki/Geoffroi_de_Villehardouin	Qui Geoffroi de Villehardouin accompagne-t-il à la troisième croisade et cours de laquelle il est capturé ?
294	https://sv.wikipedia.org/wiki/Hugh_Fraser	Hugh Fraser	https://fr.wikipedia.org/wiki/Hugh_Fraser_(acteur)	Qui interprète le capitaine Hastings dans la série Hercule Poirot entre 1989 et 2002 ?
245	https://fr.wikipedia.org/wiki/268_av._J.-C.	268 av. J.-C.	https://fr.wikipedia.org/wiki/268_av._J.-C.	Qui prend la direction de l'Académie d'Athènes en 168 av. J.-C. ?
207	https://zh.wikipedia.org/wiki/%E5%8D%A1%E8%8E%B1%E5%B0%94%E6%B2%83%C2%B7%E5%8A%B3%E5%93%88%E6%8B%89	卡莱尔沃·劳哈拉	https://fr.wikipedia.org/wiki/Kalervo_Rauhala	Qui sont les deux neveux de Kalervo Juhani Rauhala ?
124	https://zh.wikipedia.org/wiki/%E6%B4%A5%E5%B7%B4%E5%B8%83%E9%9F%A6%E5%8E%86%E5%8F%B2	津巴布韦历史	https://fr.wikipedia.org/wiki/Histoire_du_Zimbabwe	Qui sont les permiers artisants du fer de type bantous ?
273	https://fr.wikipedia.org/wiki/The_Leftovers	The Leftovers	https://fr.wikipedia.org/wiki/The_Leftovers	Résume moi le synopsis de la série américaine The Leftovers. 
251	https://sv.wikipedia.org/wiki/Theano_(filosof)	Theano (filosof)	https://fr.wikipedia.org/wiki/Théano_(pythagoricienne)	Selon la légende combien d'enfants a eu Théano avec Pythagore ?
283	https://zh.wikipedia.org/wiki/%E6%96%B0%E7%BC%AC%E8%8D%89%E5%B1%9E	新缬草属	https://fr.wikipedia.org/wiki/Valerianella	Selon quelle classification le genre Valerianella appartient à la famille des Caprifoliacées ?
164	https://zh.wikipedia.org/wiki/%E6%99%AE%E8%B4%B9%E4%B8%81%E6%96%AF%E8%8E%B1%E6%9C%AC	普费丁斯莱本	https://fr.wikipedia.org/wiki/Pferdingsleben	Sous quel nom est mentionné le village Pferdingsleben pour la première fois ?
26	https://en.wikipedia.org/wiki/Dharma_name	Dharma name	https://fr.wikipedia.org/wiki/Nom_de_dharma	Suivant quel principes le de dharam est-il donné au nouvel adepte bouddhiste ?
144	https://zh.wikipedia.org/wiki/Windows_Neptune	Windows Neptune	https://fr.wikipedia.org/wiki/Microsoft_Neptune	Sur quel langage devait être basée l'interface utilisateur de Microsoft Neptune ?
137	https://en.wikipedia.org/wiki/JL-2	JL-2	https://fr.wikipedia.org/wiki/JL-2	Sur quel missile le concept du JL-2 est-il basé ?
524	https://hi.wikipedia.org/wiki/%E0%A4%AE%E0%A4%A4%E0%A4%BE%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0	मताधिकार	https://fr.wikipedia.org/wiki/Droit_de_vote	Comme quel droit fondamental les démocraties modernes présentent-elle le droite de vote ?
54	https://en.wikipedia.org/wiki/Sustainable_city	Sustainable city	https://fr.wikipedia.org/wiki/Ville_durable	Suivant quel agenda est généralement gouvernée une ville durable ?