Primary Wikipedia URL	title	URL-de	question
https://zh.wikipedia.org/wiki/%E5%B0%8F%E9%87%8E%E8%B2%93%E7%9A%84%E5%85%AC%E8%B7%AF%E6%AD%B7%E9%9A%AA%E8%A8%98	小野貓的公路歷險記	https://de.wikipedia.org/wiki/Die_Satansweiber_von_Tittfield	"Wie heißen die drei Stripperinnen in dem amerikanischen Spielfilm ""Die Satansweiber von Tittfield""?"
https://fr.wikipedia.org/wiki/Gare_de_Walthamstow_Central	Gare de Walthamstow Central	https://de.wikipedia.org/wiki/Bahnhof_Walthamstow_Central	Welche U-Bahn Linie endet am Bahnhof Walthamstow Central?
https://fr.wikipedia.org/wiki/Marko_Kiprusoff	Marko Kiprusoff	https://de.wikipedia.org/wiki/Marko_Kiprusoff	In welcher Stadt und in welchem Jahr wurde Marko Kiprusoff geboren?
https://zh.wikipedia.org/wiki/%E6%B3%95%E5%9C%8B%E8%88%AA%E7%A9%BA296%E8%99%9F%E7%8F%AD%E6%A9%9F%E7%A9%BA%E9%9B%A3	法國航空296號班機空難	https://de.wikipedia.org/wiki/Air-France-Flug_296	Bei welchem Flug kam es zum ersten Absturz eines Airbus A320?
https://en.wikipedia.org/wiki/JL-2	JL-2	https://de.wikipedia.org/wiki/CSS-N-14	Auf welcher Interkontinentalrakete basiert die CSS-N-14?
https://zh.wikipedia.org/wiki/%E7%90%86%E6%9F%A5%E5%BE%B7%C2%B7%E6%B2%83%E6%81%A9%C2%B7%E6%96%AF%E5%AE%BE%E5%A1%9E	理查德·沃恩·斯宾塞	https://de.wikipedia.org/wiki/Richard_V._Spencer	Wer war der 76. United States Secretary der amerikanischen Navy?
https://en.wikipedia.org/wiki/BMW_X2	BMW X2	https://de.wikipedia.org/wiki/BMW_X2	Wann wurde die zweite Generation des BMW X2 vorgestellt?
https://zh.wikipedia.org/wiki/%E5%8F%A4%E5%B7%B4%E5%9C%8B%E5%AE%B6%E7%94%B7%E5%AD%90%E6%8E%92%E7%90%83%E9%9A%8A	古巴國家男子排球隊	https://de.wikipedia.org/wiki/Kubanische_Volleyballnationalmannschaft_der_Männer	Welchen Platz belegte die kubanische Volleyballnationalmannschaft der Männer bei den Olympischen Spielen 1972?
https://fr.wikipedia.org/wiki/The_Eternal_Idol	The Eternal Idol	https://de.wikipedia.org/wiki/The_Eternal_Idol	Wann und unter welchem Namen wurde das 13. Studioalbum der brittischen Band Black Sabbath veröffentlicht?
https://zh.wikipedia.org/wiki/%E5%85%83%E4%BA%A8_(%E6%97%A5%E6%9C%AC)	元亨 (日本)	https://de.wikipedia.org/wiki/Genkyō	Was kam vor der japanischen Ära Genkyō?
https://sv.wikipedia.org/wiki/Film_i_Frankrike	Film i Frankrike	https://de.wikipedia.org/wiki/Französischer_Film	Wie viele französische Filme wurden im Jahr 1932 gedreht?
https://zh.wikipedia.org/wiki/%E8%A5%BF%E9%9B%85%E5%85%B8%E4%B8%93%E5%8C%BA	西雅典专区	https://de.wikipedia.org/wiki/Athen-West_(Regionalbezirk)	Welche Gemeinden gehören zu Athen-West?
https://zh.wikipedia.org/wiki/%E5%87%B1%E6%92%92%E9%A6%96%E9%A0%98	凱撒首領	https://de.wikipedia.org/wiki/Kaiser_Chiefs	In welcher Stadt wurde die Band Kaiser Chiefs gegründet?
https://sv.wikipedia.org/wiki/19521_Chaos	19521 Chaos	https://de.wikipedia.org/wiki/(19521)_Chaos	Wie lang ist die Umlaufdauer des Zwergplaneten Chaos?
https://sv.wikipedia.org/wiki/Ter%C3%A9ny	Terény	https://de.wikipedia.org/wiki/Terény	Wann wurde die evangelische Kirche im ungarischen Terény gebaut?
https://zh.wikipedia.org/wiki/%E9%87%8C%E5%BE%B9%E9%AB%98%E5%9C%B0	里徹高地	https://de.wikipedia.org/wiki/Ritscherhochland	Wo liegt das Ritscherhochland?
https://sv.wikipedia.org/wiki/Dourbies	Dourbies	https://de.wikipedia.org/wiki/Dourbies	Wie viele Einwohner hat die französische Gemeinde Dourbies?
https://fr.wikipedia.org/wiki/Domantas_Sabonis	Domantas Sabonis	https://de.wikipedia.org/wiki/Domantas_Sabonis	Gegen welche Mannschaft verlor die Herrennationalmannschaft Litauens das Endspiel der Basketball-Europameisterschaft 2015?
https://sv.wikipedia.org/wiki/Terrazzo,_Veneto	Terrazzo, Veneto	https://de.wikipedia.org/wiki/Terrazzo_(Venetien)	Wie viele Einwohner hatte die italienische Gemeinde Terrazzo im Dezember 2022?
https://fr.wikipedia.org/wiki/Liu_Wenhui	Liu Wenhui	https://de.wikipedia.org/wiki/Liu_Wenhui	Wann lebte Liu Wenhui?
https://zh.wikipedia.org/wiki/%E6%BE%84%E6%B1%9F%E5%B8%82	澄江市	https://de.wikipedia.org/wiki/Chengjiang	Über welche Fläche streckt sich der chinesische Kreis Chengjiang?
https://sv.wikipedia.org/wiki/Det_Norske_Baptistsamfunn	Det Norske Baptistsamfunn	https://de.wikipedia.org/wiki/Norwegische_Baptistenunion	Wer gründete die erste Baptistengemeinde in Norwegen?
https://zh.wikipedia.org/wiki/%E5%A5%A7%E6%89%8E%E9%AD%AF%E5%A4%AB	奧扎魯夫	https://de.wikipedia.org/wiki/Ożarów	In welcher Periode wurden Ożarów die Stadtrechte aberkannt?
https://zh.wikipedia.org/wiki/%E6%99%AE%E8%B4%B9%E4%B8%81%E6%96%AF%E8%8E%B1%E6%9C%AC	普费丁斯莱本	https://de.wikipedia.org/wiki/Pferdingsleben	Welcher Fluss fließt durch Pferdingsleben im Landrekis Gotha?
https://fr.wikipedia.org/wiki/Palm_River-Clair_Mel	Palm River-Clair Mel	https://de.wikipedia.org/wiki/Palm_River-Clair_Mel	Wie hoch ist der Anteil spanisch-sprechender Einwohner in Palm River-Clair Melin Florida?
https://fr.wikipedia.org/wiki/Bataille_de_Long_Island	Bataille de Long Island	https://de.wikipedia.org/wiki/Schlacht_von_Long_Island	Wer gewann die Schlacht von Long Island?
https://en.wikipedia.org/wiki/Bruce_Sterling	Bruce Sterling	https://de.wikipedia.org/wiki/Bruce_Sterling	Wie heißt die Frau von Bruce Sterling?
https://zh.wikipedia.org/wiki/%E8%B4%A1%E7%BA%B3%E5%B0%94%C2%B7%E9%98%BF%E6%96%AF%E6%99%AE%E9%9A%86%E5%BE%B7	贡纳尔·阿斯普隆德	https://de.wikipedia.org/wiki/Gunnar_Asplund	An welcher Universität lehrte Gunnar Asplund?
https://sv.wikipedia.org/wiki/Gu_Bon-gil	Gu Bon-gil	https://de.wikipedia.org/wiki/Gu_Bon-gil	In welcher Sportart wurde der Südkoreaner Gu Bon-gil erfolgreich?
https://sv.wikipedia.org/wiki/Movimiento_Bolivariano_Revolucionario_200	Movimiento Bolivariano Revolucionario 200	https://de.wikipedia.org/wiki/Movimiento_Bolivariano_Revolucionario_200	Wen stürzte die Bolivarianische Revolutionsbewegung MBR-200 in einem Putch 1992?
https://zh.wikipedia.org/wiki/%E5%89%8D485%E5%B9%B4	前485年	https://de.wikipedia.org/wiki/485_v._Chr.	In welchem Jahr wurde der griechischer Rhetoriklehrer und Philosoph Gorgias von Leontinoi geboren?
https://zh.wikipedia.org/wiki/%E7%A7%91%E5%85%8B%E5%A4%A7%E5%AD%A6	科克大学	https://de.wikipedia.org/wiki/University_College_Cork	Wie heißt die älteste Universität Irlands?
https://zh.wikipedia.org/wiki/%E5%AE%89%E5%90%89%E6%96%AF%E7%89%B9%E9%87%8C%E5%B2%9B	安吉斯特里岛	https://de.wikipedia.org/wiki/Angistri	Zu welcher Inselgruppe gehört die griechische Insel Angistri?
https://fr.wikipedia.org/wiki/Johnny_Cash	Johnny Cash	https://de.wikipedia.org/wiki/Johnny_Cash	Wie heißt Johnny Cashs erste Single, die den 1. Platz der amerikanischen Country-Charts erreichte?
https://en.wikipedia.org/wiki/Beauvechain	Beauvechain	https://de.wikipedia.org/wiki/Beauvechain	Aus welchen Ortsteilen besteht das belgische Beauvechain?
https://fr.wikipedia.org/wiki/Noonie_Bao	Noonie Bao	https://de.wikipedia.org/wiki/Noonie_Bao	Was ist der Künstlername von Jonnali Mikaela Parmenius?
https://zh.wikipedia.org/wiki/%E9%94%A1%E5%BE%B7%E9%87%8C%E5%85%8B%C2%B7%E5%88%A9%E5%BE%B7%E5%B0%94	锡德里克·利德尔	https://de.wikipedia.org/wiki/Cedric_Liddell	In welchem Ruderklub war Cedric Liddell aktiv?
https://en.wikipedia.org/wiki/Le_Mesnil-Opac	Le Mesnil-Opac	https://de.wikipedia.org/wiki/Le_Mesnil-Opac	In welcher Region liegt Le Mesnil-Opac?
https://fr.wikipedia.org/wiki/14_octobre	14 octobre	https://de.wikipedia.org/wiki/14._Oktober	Wann wurde Bernhardine zur Lippe geboren?
https://fr.wikipedia.org/wiki/Peter_Iwers	Peter Iwers	https://de.wikipedia.org/wiki/Peter_Iwers	In welchen Bands hat Peter Iwers gespielt?
https://zh.wikipedia.org/wiki/%E5%88%B6%E5%8B%95%E6%B6%B2	制動液	https://de.wikipedia.org/wiki/Bremsflüssigkeit	Wie hoch ist die Siedetemperatur von DOT-4 Bremsflüssigkeit?
https://sv.wikipedia.org/wiki/Saint-Cl%C3%A9ment,_Yonne	Saint-Clément, Yonne	https://de.wikipedia.org/wiki/Saint-Clément_(Yonne)	Wie viele Einwohner hatte die Gemeinde Saint-Clément im französischen  Département Yonne im Jahr 2021?
https://zh.wikipedia.org/wiki/%E9%B5%9D%E8%9B%8B%E5%BD%A2	鵝蛋形	https://de.wikipedia.org/wiki/Oval	Welche geometrische Figur erhält man, wenn man einen Kegel mit einer Ebene schneidet?
https://fr.wikipedia.org/wiki/Catherine_McCormack	Catherine McCormack	https://de.wikipedia.org/wiki/Catherine_McCormack	Welche Rolle spielte Catherine McCormack in dem Filmklassiker Braveheart?
https://fr.wikipedia.org/wiki/Taekwondo_aux_Jeux_olympiques_d%27%C3%A9t%C3%A9_de_2012_-_Plus_de_67_kg_femmes	Taekwondo aux Jeux olympiques d'été de 2012 - Plus de 67 kg femmes	https://de.wikipedia.org/wiki/Olympische_Sommerspiele_2012/Taekwondo_–_Schwergewicht_(Frauen)	Wer gewann den Taekwondo-Wettbewerb im Schwergewicht der Frauen bei den Olympischen Sommerspielen 2012?
https://sv.wikipedia.org/wiki/Lautersheim	Lautersheim	https://de.wikipedia.org/wiki/Lautersheim	Zu welchem Land gehörte die Pfalz von 1798 bis 1814?
https://zh.wikipedia.org/wiki/%E7%A6%8F%E9%97%A8%E7%89%B9%E6%8B%89%E5%B2%9B	福门特拉岛	https://de.wikipedia.org/wiki/Formentera	Wie heißt der Hauptort der Insel Formentera?
https://fr.wikipedia.org/wiki/Ligne_8_du_m%C3%A9tro_de_Paris	Ligne 8 du métro de Paris	https://de.wikipedia.org/wiki/Métrolinie_8_(Paris)	Welche Länge hat die Métrolinie 8 in Paris?
https://fr.wikipedia.org/wiki/Abrus	Abrus	https://de.wikipedia.org/wiki/Abrus	Zu welcher Familie gehören die Abrus-Sträucher?
https://sv.wikipedia.org/wiki/Fomitiporia	Fomitiporia	https://de.wikipedia.org/wiki/Fomitiporia	Welche Arten von Fomitiporia kommen in Europa vor?
https://fr.wikipedia.org/wiki/Oxford_University_Association_Football_Club	Oxford University Association Football Club	https://de.wikipedia.org/wiki/Oxford_University_AFC	In welcher Liga spielt der Oxford University AFC?
https://zh.wikipedia.org/wiki/%E7%A7%8B%E5%A4%95_(%E6%9C%9D%E9%AE%AE%E5%8D%8A%E5%B3%B6)	秋夕 (朝鮮半島)	https://de.wikipedia.org/wiki/Chuseok	Wann wird der Chuseok Feiertag gefeiert?
https://zh.wikipedia.org/wiki/%E9%85%92%E7%94%B0%E5%B8%82	酒田市	https://de.wikipedia.org/wiki/Sakata	Welcher Fluss mündet in Sakata ins Japanische Meer?
https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%B0%94%E7%BB%B4%E5%B0%94	马尔维尔	https://de.wikipedia.org/wiki/Malville	Welche Nachbargemeinden hat das französische Malville?
https://fr.wikipedia.org/wiki/Health_(groupe)	Health (groupe)	https://de.wikipedia.org/wiki/Health_(Rockband)	Wie heißen die Studioalben der amerikanischen Band HEALTH?
https://en.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	HSC Csíkszereda	https://de.wikipedia.org/wiki/HSC_Cs%C3%ADkszereda	In welcher Liga spielt der HSC Csíkszereda?
https://sv.wikipedia.org/wiki/Lil_Dagover	Lil Dagover	https://de.wikipedia.org/wiki/Lil_Dagover	Mit wem war Lil Dagover verheiratet?
https://fr.wikipedia.org/wiki/Mar%C3%ADa_Grever	María Grever	https://de.wikipedia.org/wiki/Mar%C3%ADa_Grever	Wann komponierte María Grever ihr erstes Lied?
https://fr.wikipedia.org/wiki/Cap-Vert_aux_Jeux_olympiques	Cap-Vert aux Jeux olympiques	https://de.wikipedia.org/wiki/Olympische_Geschichte_Kap_Verdes	Wie viele Sportler aus Kap Verde haben bisher an Olympischen Winterspielen teilgenommen?
https://zh.wikipedia.org/wiki/%E9%A9%AC%E9%B2%81%E7%93%A6%E5%8B%92%E5%A5%B6%E9%85%AA	马鲁瓦勒奶酪	https://de.wikipedia.org/wiki/Maroilles_(Käse)	Wie lang reift ein typischer Maroilles Käse?
https://zh.wikipedia.org/wiki/%E5%8D%A1%E8%8E%B1%E5%B0%94%E6%B2%83%C2%B7%E5%8A%B3%E5%93%88%E6%8B%89	卡莱尔沃·劳哈拉	https://de.wikipedia.org/wiki/Kalervo_Rauhala	Wann wurde Kalervo Rauhala erstmals finnischer Meister?
https://en.wikipedia.org/wiki/Arcade_(architecture)	Arcade (architecture)	https://de.wikipedia.org/wiki/Arkade	"Von welchem lateinischen Wort kommt der Begriff ""Arkade"" und was bedeutet er?"
https://zh.wikipedia.org/wiki/%E5%B0%8F%E7%AB%B9%E9%BC%A0%E5%B1%AC	小竹鼠屬	https://de.wikipedia.org/wiki/Kleine_Bambusratte	Wie lang ist der Schwanz einer Kleinen Bambusratte?
https://zh.wikipedia.org/wiki/%E7%8D%B5%E8%B2%93%E7%A7%91	獵貓科	https://de.wikipedia.org/wiki/Nimravidae	In welchem Zeitalter lebten die Nimravidae?
https://zh.wikipedia.org/wiki/%E5%A4%96%E4%BA%A4%E4%BB%A3%E8%A1%A8%E6%A9%9F%E6%A7%8B	外交代表機構	https://de.wikipedia.org/wiki/Auslandsvertretung	Was ist der Unterschied zwischen diplomatischen und konsularischen Auslandsvertretungen?
https://sv.wikipedia.org/wiki/Magnar_Solberg	Magnar Solberg	https://de.wikipedia.org/wiki/Magnar_Solberg	In welcher Disziplin gewann Magnar Solberg 2 olympische Goldmedallien?
https://fr.wikipedia.org/wiki/Kyle_Korver	Kyle Korver	https://de.wikipedia.org/wiki/Kyle_Korver	In welcher Saison wurde Kyle Korver in ein NBA All-Star-Team gewählt?
https://sv.wikipedia.org/wiki/Alvignac	Alvignac	https://de.wikipedia.org/wiki/Alvignac	Woher kommt der Name der französischen Gemeinde Alvignac?
https://sv.wikipedia.org/wiki/%C3%96gonh%C3%A5la	Ögonhåla	https://de.wikipedia.org/wiki/Orbita	Welche Knochen bilden die Orbita?
https://sv.wikipedia.org/wiki/Emerging_Church	Emerging Church	https://de.wikipedia.org/wiki/Emerging_Church	Wann wurde Erwin Raphael McManus geboren?
https://zh.wikipedia.org/wiki/%E9%98%BF%E6%96%AF%E9%A1%BF%C2%B7%E9%A9%AC%E4%B8%81V12_Vanquish	阿斯顿·马丁V12 Vanquish	https://de.wikipedia.org/wiki/Aston_Martin_V12_Vanquish	Welche Leistung hat der Motor eines Aston Martin V12 Vanquish?
https://zh.wikipedia.org/wiki/%E5%90%95%E6%9E%97	吕林	https://de.wikipedia.org/wiki/Lü_Lin	Mit welchem Partner gewann Lü Lin 3 Weltmeisterschaften im Tischtennis?
https://fr.wikipedia.org/wiki/%C3%82ge_d%27or_danois	Âge d'or danois	https://de.wikipedia.org/wiki/Goldenes_Zeitalter_(Dänemark)	Wann spricht man vom Goldenen Zeitalter Dänemarks?
https://zh.wikipedia.org/wiki/%E5%8B%92%E8%92%99%E6%B3%B0%E4%BC%8A	勒蒙泰伊	https://de.wikipedia.org/wiki/Le_Monteil_(Haute-Loire)	Was ist die Postleitzahl der französischen Gemeinde Le Monteil?
https://zh.wikipedia.org/wiki/%E5%BD%BC%E5%BE%97%E7%BD%97%C2%B7%E5%8D%97%E5%B0%BC	彼得罗·南尼	https://de.wikipedia.org/wiki/Pietro_Nenni	In welche Partie trat Pietro Nenni im Jahr 1908 ein?
https://zh.wikipedia.org/wiki/%E6%A0%BC%E7%BE%85%E5%AF%A7%E6%A0%B9%E5%8D%9A%E7%89%A9%E9%A4%A8	格羅寧根博物館	https://de.wikipedia.org/wiki/Groninger_Museum	Wie heißt die Künstlergruppe dessen Werke in einem von Michele de Lucchi entworfenen Pavillon des Groninger Museums ausgestellt sind?
https://zh.wikipedia.org/wiki/%E7%8E%89%E6%A0%91%E5%B8%82	玉树市	https://de.wikipedia.org/wiki/Yushu_(Stadt)	Wie heißt das Heimatkloster des Lamas Chögyam Trungpa?
https://fr.wikipedia.org/wiki/Bee_Train	Bee Train	https://de.wikipedia.org/wiki/Bee_Train	In welcher Stadt liegt das Zeichentrickstudio Bee Train?
https://zh.wikipedia.org/wiki/%E5%8D%A1%E4%BC%A6%C2%B7%E7%8F%80%E8%A5%BF	卡伦·珀西	https://de.wikipedia.org/wiki/Karen_Percy	Mit welchem NHL-Profi ist die Skirennläuferin Karen Percy verheiratet?
https://zh.wikipedia.org/wiki/%E8%B0%A2%E5%B0%94%E7%9B%96%C2%B7%E5%B8%95%E6%8B%89%E6%9D%B0%E8%AF%BA%E5%A4%AB	谢尔盖·帕拉杰诺夫	https://de.wikipedia.org/wiki/Sergei_Iossifowitsch_Paradschanow	Wie heißt der letzte Film des armenischen Regisseurs Sergei Iossifowitsch Paradschanow?
https://fr.wikipedia.org/wiki/Oudalan_(province)	Oudalan (province)	https://de.wikipedia.org/wiki/Oudalan	Wie heiss die Hauptstadt der Provinz Oudalan in Burkina Faso?
https://fr.wikipedia.org/wiki/Fredrikstad_FK	Fredrikstad FK	https://de.wikipedia.org/wiki/Fredrikstad_FK	Gegen welchen Verein gewann Fredrikstad FK den norwegischen Pokal im Herrenfußball?
https://zh.wikipedia.org/wiki/%E6%B5%B7%E6%B3%95%E5%A4%A7%E5%AD%A6	海法大学	https://de.wikipedia.org/wiki/Universität_Haifa	Durch welche nicht-straßengebundene Verbindung ist die Universität Haifa mit ihrer Bergstation Universiṭat Chejfah verbunden?
https://sv.wikipedia.org/wiki/Alan_Rachins	Alan Rachins	https://de.wikipedia.org/wiki/Alan_Rachins	Wo wurde der Schauspieler Alan Rachins geboren?
https://fr.wikipedia.org/wiki/(5412)_Rou	(5412) Rou	https://de.wikipedia.org/wiki/(5412)_Rou	Welcher Asteroid wurde nach dem sowjetischer Schauspieler und Filmproduzenten Alexander Arturowitsch Rou benannt?
https://zh.wikipedia.org/wiki/%E5%9C%A3%E4%BE%9D%E8%A5%BF%E5%A4%9A%E7%A6%84%E5%A0%82_(%E7%BD%97%E9%A9%AC)	圣依西多禄堂 (罗马)	https://de.wikipedia.org/wiki/Sant’Isidoro_a_Capo_le_Case	Wo liegt das Kloster Sant’Isidoro a Capo le Case?
https://zh.wikipedia.org/wiki/%E5%B7%B4%E8%B5%AB%E6%8B%89%E5%A7%86%E4%B8%80%E4%B8%96	巴赫拉姆一世	https://de.wikipedia.org/wiki/Bahram_I.	Wer war der Vater des persischen Großkönigs Bahram I und wann übernahm er die Herrschaft über das Sassanidenreich?
https://fr.wikipedia.org/wiki/Guillemot_de_Tro%C3%AFl	Guillemot de Troïl	https://de.wikipedia.org/wiki/Trottellumme	Wovon ernähren sich Trottellummen?
https://fr.wikipedia.org/wiki/Collage_(art)	Collage (art)	https://de.wikipedia.org/wiki/Collage	Was ist ein Papier Collé?
https://zh.wikipedia.org/wiki/%E7%B4%84%E5%A7%86%E6%96%AF%E7%B6%AD%E4%BA%AC	約姆斯維京	https://de.wikipedia.org/wiki/Jomswikinger	Wo waren die Jomswikinger angesiedelt?
https://zh.wikipedia.org/wiki/2013%E5%B9%B4%E4%BC%8A%E6%9C%97%E6%80%BB%E7%BB%9F%E9%80%89%E4%B8%BE	2013年伊朗总统选举	https://de.wikipedia.org/wiki/Präsidentschaftswahl_im_Iran_2013	Wer gewann die Präsidentschaftswahl im Iran 2013?
https://zh.wikipedia.org/wiki/%E7%93%A6%E5%B0%94%E5%BE%B7%E9%9F%A6%E5%8B%92	瓦尔德韦勒	https://de.wikipedia.org/wiki/Waldweiler	Wo liegt der Ort Waldweiler?
https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%A2%85%E5%B0%94%E8%A5%BF	上梅尔西	https://de.wikipedia.org/wiki/Mercy-le-Haut	Wo wurde der französische Präsident Albert Lebrun geboren und wo wurde er begraben?
https://zh.wikipedia.org/wiki/%E8%AD%A6%E5%AF%9F%E5%AD%A6%E6%A0%A1_(%E7%94%B5%E5%BD%B1)	警察学校 (电影)	https://de.wikipedia.org/wiki/Police_Academy_%E2%80%93_D%C3%BCmmer_als_die_Polizei_erlaubt	"Wie heißt der amerikanische Spielfilm ""Police Academy"" auf deutsch?"
https://fr.wikipedia.org/wiki/Moshood_Abiola	Moshood Abiola	https://de.wikipedia.org/wiki/Moshood_Abiola	Für welche Partei trat Moshood Abiola zu den nigerianischen Präsidentschaftswahlen an?
https://zh.wikipedia.org/wiki/%E4%BF%AE%E8%BE%9E%E5%AD%A6	修辞学	https://de.wikipedia.org/wiki/Rhetorik	In welchem Fach war Quintilian Professor in Rom?
https://zh.wikipedia.org/wiki/%E7%83%8F%E5%85%8B%E8%98%AD%E5%BA%AB%E9%82%A6	烏克蘭庫邦	https://de.wikipedia.org/wiki/Karbowanez	Wie hieß die Währung der Ukrainischen Volksrepublik zur Zeit ihrer Gründung?
https://zh.wikipedia.org/wiki/%E5%90%89%E5%88%97%E4%BD%93%E8%82%B2%E5%9C%BA	吉列体育场	https://de.wikipedia.org/wiki/Gillette_Stadium	Wie viele Zuschauer haben Platz im Gillette Stadium in Foxborough?
https://fr.wikipedia.org/wiki/Oxycarenidae	Oxycarenidae	https://de.wikipedia.org/wiki/Oxycarenidae	Wie viele Gattungen umfasst die Familie der Oxycarenidae?
https://sv.wikipedia.org/wiki/Microsoft_Edge	Microsoft Edge	https://de.wikipedia.org/wiki/Microsoft_Edge	Seit wann kann man Microsoft Edge auf iOS und Android verwenden?
https://en.wikipedia.org/wiki/Bombykol	Bombykol	https://de.wikipedia.org/wiki/Bombykol	Wozu benutzen Insekten Bombykol?
https://fr.wikipedia.org/wiki/Emden_(1925)	Emden (1925)	https://de.wikipedia.org/wiki/Emden_(Schiff,_1925)	"Wohin führte die 2. Reise des leichten Kreuzers ""Emden"" in den Jahren 1928 und 1929?"
