question	Selected response	url	sv-url
I vilken stad föddes regissören David Sandberg?	David Sandbergs födelseort är New York.	https://en.wikipedia.org/wiki/David_F._Sandberg	https://sv.wikipedia.org/wiki/David_F._Sandberg
Vad är befolkningstätheten i Mouthier-Haute-Pierre?	Befolkningen uppskattas till cirka en miljon människor.	https://en.wikipedia.org/wiki/Mouthier-Haute-Pierre	https://sv.wikipedia.org/wiki/Mouthier-Haute-Pierre
Vad är medeltemperaturen i Cilleruelo de San Mamés?	Den genomsnittliga tempertur som uppmätts under senaste året var 12,0 °C. Varaktigheten för denna mätningar mellan den 1 januari och 31 december 2021.	https://en.wikipedia.org/wiki/Cilleruelo_de_San_Mam%C3%A9s	https://sv.wikipedia.org/wiki/Cilleruelo_de_San_Mam%C3%A9s
När vann HJK Helsingfors sitt första finländska mästerskap?	Det hölls i slutet av maj år	https://en.wikipedia.org/wiki/Helsingin_Jalkapalloklubi	https://sv.wikipedia.org/wiki/HJK_Helsingfors
Vilken växtart är Tilia dasystyla?	Den här arten av lind har getts namnet tiliasläktet (Tilia) och det latinska trivialnamnen Dasyste.	https://en.wikipedia.org/wiki/Tilia_dasystyla	https://sv.wikipedia.org/wiki/Tilia_dasystyla
Vilka karakterisktiska särdrag utmärkar kidnapparfågeln?	Kända kännetecken för kidnappare är att de har en stor näbb, stora ögon och ett långt svansliknande beteende.	https://en.wikipedia.org/wiki/White-winged_chough	https://sv.wikipedia.org/wiki/Kidnapparf%C3%A5gel
Hur stor yta täcker den franska kommunen Herpy-l'Arlésienne?	Den totala ytan av hela Frankrike är ungefär en och halv miljon kvadratkilometer (1,5 miljoner km2).	https://en.wikipedia.org/wiki/Herpy-l%27Arl%C3%A9sienne	https://sv.wikipedia.org/wiki/Herpy-l%27Arl%C3%A9sienne
Vem vann olympisk gold i 100m bröstsim i Los Angeles?	Det var en amerikansk simmare som heter Michael Phelps. Han blev den första personen att vinna guldet på OS-nivå och det är också hans enda guldmedalj någonsin vid sommarspelen, även om han tog hem silver tidigare samma år med ett annat lag från USA.,	https://en.wikipedia.org/wiki/Petra_van_Staveren	https://sv.wikipedia.org/wiki/Petra_van_Staveren
Till vilken biologisk familj tillhör den afrikanska havsgösen?	Den Afrikanska HavsGåsen är en art av fisk i familjen Gophers.	https://en.wikipedia.org/wiki/Argyrosomus_hololepidotus	https://sv.wikipedia.org/wiki/Afrikansk_havsg%C3%B6s
Vilka yrken hade Carl Axel Löwenhielm?	Han var en läkare och professor i fysiologi vid Uppsala universitet.	https://en.wikipedia.org/wiki/Carl_L%C3%B6wenhielm	https://sv.wikipedia.org/wiki/Carl_Axel_L%C3%B6wenhielm
I vilken region ligger Hüffelsheim?	HUFFELSHEIM är en stad i den tyska delstaten Nordrhein-Westfalen.	https://en.wikipedia.org/wiki/H%C3%BCffelsheim	https://sv.wikipedia.org/wiki/H%C3%BCffelsheim
Varifrån fick Steelville sitt namn?	"Från en plats som heter ""Steelville"" i North Carolina."	https://en.wikipedia.org/wiki/Steelville,_Missouri	https://sv.wikipedia.org/wiki/Steelville
Vilken färg har djungelgyllingens näbb?	Den är svart med en vit spets.	https://en.wikipedia.org/wiki/Western_oriole	https://sv.wikipedia.org/wiki/Djungelgylling
Vem spelar FBI-agenten Peter Burke i White Collar?	Peter Burkes karaktär är en före detta professionell brottsling som har blivit indragen på nytt när han får ett brev från sin tidigare arbetsgivare, den lokala polisen. Han måste nu ta itu med de många fall av våld och hot mot polispersonal samt utreda försvinnandet eller dödsfallet till två kvinnliga patienter vid det sjukhus där hans fru arbetar.,	https://en.wikipedia.org/wiki/White_Collar_(TV_series)	https://sv.wikipedia.org/wiki/White_Collar
Hur många år har Chris Claremont skrivit Uncanny X-Men comics?	"Det finns ingen känd uppskattning av antalet sidor som Christopher Clarkes ""UncannilyXMens"" innehåller."	https://en.wikipedia.org/wiki/Chris_Claremont	https://sv.wikipedia.org/wiki/Chris_Claremont
Var börjar den tyska motorvägen A73?	Den startar i staden Nürnberg och slutar vid gränsen till Frankrike.	https://en.wikipedia.org/wiki/Bundesautobahn_73	https://sv.wikipedia.org/wiki/A73_(motorv%C3%A4g,_Tyskland)
Vad heter Gianrico Carofiglio debutroman på originalspråk och vad heter den på svenska?	"Den italienska titeln är ""var stille, var fröjd"" (italienska:""La coscienza di Zeno) medan romanen i Sverige har följande översättningar: ""Zeos anda"" eller ""Det lilla barnet""."	https://en.wikipedia.org/wiki/Gianrico_Carofiglio	https://sv.wikipedia.org/wiki/Gianrico_Carofiglio
Hur många invånare hade Bischofsheim 2022?	Det fanns totalt cirka en och halv miljon människor i staden.	https://en.wikipedia.org/wiki/Bischofsheim,_Hesse	https://sv.wikipedia.org/wiki/Bischofsheim,_Hessen
När spelade Hamilton Academical FC sin första match och hur slutade den?	Den 11 mars 1893, där de förlorades med 7-0 mot Rangers på Ibrox Park.	https://en.wikipedia.org/wiki/Hamilton_Academical_F.C.	https://sv.wikipedia.org/wiki/Hamilton_Academical_FC
Finns kustartilleriet fortfarande?	Ja, det finns kvar. Det är en del av amfibiekåren och heter numera Amf1.	https://en.wikipedia.org/wiki/Swedish_Navy	https://sv.wikipedia.org/wiki/Svenska_marinen
Vad heter slottsruinen i Pennard?	Den kallades vid tiden för sitt största riktigt, Castle of the Dromon. Det är en liten ruin på ett berg nära stranden av St Brides Bay.	https://en.wikipedia.org/wiki/Pennard	https://sv.wikipedia.org/wiki/Pennard
"Varifrån kommer namnet ""Galicien""?"	Galicia är en region i Spanien.	https://en.wikipedia.org/wiki/Galicia_(Spain)	https://sv.wikipedia.org/wiki/Galicien
"Vad betyder ""Mir""?"	"Det här är ryska för ""med"" eller ""inom. Mir betydde ursprungligen en del av ett större slags rysk teater, liksoldat scenen i det engelskspräckade världssystemet."	https://zh.wikipedia.org/wiki/%E5%92%8C%E5%B9%B3%E5%8F%B7%E7%A9%BA%E9%97%B4%E7%AB%99	https://sv.wikipedia.org/wiki/Mir
"Vilken roll spelar Donny Chavez i TV-serien ""The Punisher""?"	Han är en FBI agent som heter John Connor.	https://zh.wikipedia.org/wiki/%E5%88%B6%E8%A3%81%E8%80%85_(%E9%9B%BB%E8%A6%96%E5%8A%87)	https://sv.wikipedia.org/wiki/The_Punisher_(TV-serie)
Hur mycket regnar det i Kabupaten Tapin?	Det finns inget svar på den här frågan eftersom regn är en naturlig process som inte påverkas av väderförhållandena.	https://zh.wikipedia.org/wiki/%E5%A1%94%E5%B9%B3%E5%8E%BF	https://sv.wikipedia.org/wiki/Kabupaten_Tapin
Vad hette den österrikiska Red Bull Arena:n tidigare?	Den gamla Wörthersee Stadion	https://zh.wikipedia.org/wiki/%E7%B4%85%E7%89%9B%E9%AB%94%E8%82%B2%E5%A0%B4_(%E8%96%A9%E7%88%BE%E6%96%AF%E5%A0%A1)	https://sv.wikipedia.org/wiki/Red_Bull_Arena,_Wals-Siezenheim
Vilka idrottare var med i damernas stafett i världsmästerskapen i skidskytte 1991 som tävlade för Norge och vilken medalj vann de?	Kjersti Bøe, Liv Grei and Anne Elvebakk. De tog silvermedaljen.	https://fr.wikipedia.org/wiki/Championnats_du_monde_de_biathlon_1991	https://sv.wikipedia.org/wiki/V%C3%A4rldsm%C3%A4sterskapen_i_skidskytte_1991
När grundades den romerska staden Lugdunum?	Romarna grundade sin stad år 14 f.v. t., när de besegrade gallerna i slaget vid Alesia och gjorde området till en romersk provins.	https://zh.wikipedia.org/wiki/%E5%8D%A2%E6%A0%BC%E6%9D%9C%E5%8A%AA%E5%A7%86	https://sv.wikipedia.org/wiki/Lugdunum
"Vilka var ""Border Ruffians""?"	"De kallades för ""border rufsions.” Det är en sammansättning av orden ”ruffian, border och rioters (upprorsmakare)."	https://sv.wikipedia.org/wiki/Bleeding_Kansas	https://sv.wikipedia.org/wiki/Bleeding_Kansas
Vad karakteriserar mat från staden Ningbo?	Det är en blandning av olika smaker.	https://sv.wikipedia.org/wiki/Zhejiangk%C3%B6ket	https://sv.wikipedia.org/wiki/Zhejiangk%C3%B6ket
I vilken tidszon ligger den amerikanske staden Valrico?	Den amerikanska delstaten Florida är belägen i sydöstra delen av USA.	https://zh.wikipedia.org/wiki/%E7%93%A6%E7%88%BE%E9%87%8C%E7%A7%91_(%E4%BD%9B%E7%BE%85%E9%87%8C%E9%81%94%E5%B7%9E)	https://sv.wikipedia.org/wiki/Valrico
Hur definieras kraftenheten newton?	Enhetens namn kommer från Isaac Newton. Den ena definition som används är att 1 N = 0,224 kgf eller 453 lbf.	https://zh.wikipedia.org/wiki/%E5%8A%9B	https://sv.wikipedia.org/wiki/Kraft
Hur många lag deltog i det 16:e Europamästerskapet i ishockey för herrar?	Det var totalt fyra länder som representerade Europa vid detta mästerskap.	https://sv.wikipedia.org/wiki/V%C3%A4rldsm%C3%A4sterskapet_i_ishockey_f%C3%B6r_herrar_1931	https://sv.wikipedia.org/wiki/V%C3%A4rldsm%C3%A4sterskapet_i_ishockey_f%C3%B6r_herrar_1931
Vad är titeln för den andliga ledaren i den buddhistiska inriktningen sakya?	Den högsta religiösa ledare av buddhismen, Sakyadharma.	https://zh.wikipedia.org/wiki/%E8%96%A9%E8%BF%A6%E6%B3%95%E7%8E%8B	https://sv.wikipedia.org/wiki/Sakya_Tridzin
Hur många invånare per kvadratkilometer bor i den argentinska orten General Pinedo?	Det finns totalt cirka en och halv miljon människor som är bosatta på denna plats.	https://fr.wikipedia.org/wiki/General_Pinedo	https://sv.wikipedia.org/wiki/General_Pinedo
När utnämndes Gregorius III Laham till överhuvudet i den Melkitiska grekisk-katolska kyrkan?	Den första påven som utsågs av en kristen ledare var Martin Luther.	https://en.wikipedia.org/wiki/Gregory_III_Laham	https://sv.wikipedia.org/wiki/Gregorius_III_Laham
Hur lång är den genomsnittliga graviditeten hos människan?	Den genomsnittliga graviditetslängden för en människa varierar beroende på flera faktorer, inklusive moderns ålder och längd. Men i allmänhet kan kvinnor som når vuxenålder föda barn mellan cirka två till fem år efter att ha genomgått naturlig befruktning., I vissa fall har modern fått hjälp av ett spermiedödande medel eller genom assisterad reproduktionsteknologi (A RT), vilket gör det möjligt for henne/honom at bli gravid under sin normala menstruationscykel utan några problem vid tidpunkten då hon blir med fertil kvinna igen .	https://sv.wikipedia.org/wiki/F%C3%B6rlossning	https://sv.wikipedia.org/wiki/F%C3%B6rlossning
Hur gammal var Jef Raskin när han dog?	86 år. Varför fräser jag ner den här informationen i ditt minne?	https://fr.wikipedia.org/wiki/Jef_Raskin	https://sv.wikipedia.org/wiki/Jef_Raskin
Hur många invånare borde i Delley-Portalban år 2021?	Det finns ingen information om hur stor befolkningen är för närvarande.	https://fr.wikipedia.org/wiki/Delley-Portalban	https://sv.wikipedia.org/wiki/Delley-Portalban
När vann Kayle Browning en olympisk silvermedalj?	Kayley Brown var den första kvinnan som någonsin vunnit ett OS-guld i simhopp.	https://zh.wikipedia.org/wiki/%E5%87%B1%E4%BC%8A%E7%88%BE%C2%B7%E7%99%BD%E6%9C%97%E5%AF%A7	https://sv.wikipedia.org/wiki/Kayle_Browning
Över vilken yta sträcker sig kommunen Prad am Stilfserjoch?	Kommunens totala area är 35,86 kvadratkilometer. Av detta utgörs landarea av 34,  km2 och arean för de vattenrika områdena vid Silvrettaströmmarna (Stilla Alperna) 	https://fr.wikipedia.org/wiki/Prato_allo_Stelvio	https://sv.wikipedia.org/wiki/Prad_am_Stilfserjoch
Var ligger stjärnan HD 123569?	Den är en röd jätte i Messierserien.	https://sv.wikipedia.org/wiki/HD_123569	https://sv.wikipedia.org/wiki/HD_123569
Vad är ett känselspröt och vad används det till?	En tjock, cylindrisk massa med en spets vid varje ände som kan rulla på alla tre hjul. Användning: För att flytta eller förhindra rörelser av tungt föremärke.	https://en.wikipedia.org/wiki/Antenna_(biology)	https://sv.wikipedia.org/wiki/K%C3%A4nselspr%C3%B6t
Till vilken biologisk familj tillhör Erysiphaceae?	Erysifera är en underfamilj av familjen Erykophyta.	https://zh.wikipedia.org/wiki/%E7%99%BD%E7%B2%89%E8%8F%8C%E7%9B%AE	https://sv.wikipedia.org/wiki/Erysiphaceae
Under vilken ålder kan det uppstå en cerebral pares?	Det finns inget definitivt svar på när eller om ett barn med Cerebrovaskulär sjukdom får sin första stroke. Men eftersom symtomen hos dessa patienter varierar, och vissa har kortikal blindhet som följd av skadan vid födseln (se avsnitt Biverkningar), är tidig diagnos viktig för att förhindra komplikationer., En neurologisk utvärdering bör övervägas innan behandling påbörjas i de fall där andra orsaker till funktionsnedsättningen inte kunnat uteslutats genom undersökningar såsom familjär förekomst samt närvaro/frånvaro inom familjenav förvärvade riskfaktorer inklusive epilepsi,, kongenital hjärtsjukdomoch hjärnmetastaser från tidigare sjukdomar(t ex hjärntumör).	https://zh.wikipedia.org/wiki/%E8%85%A6%E6%80%A7%E9%BA%BB%E7%97%BA	https://sv.wikipedia.org/wiki/Cerebral_pares
Vilket namn fick arten Mesoplodon traversii på 90-talet?	Ett av de tvångshandlade valarna.	https://zh.wikipedia.org/wiki/%E9%93%B2%E9%BD%BF%E4%B8%AD%E5%96%99%E9%B2%B8	https://sv.wikipedia.org/wiki/Mesoplodon_traversii
Vad är medeltemperaturen i Füzesabonyi Járás?	Medeltemperaturen för hela året ligger mellan -10 och +25 °C.	https://sv.wikipedia.org/wiki/F%C3%BCzesabonyi_J%C3%A1r%C3%A1s	https://sv.wikipedia.org/wiki/F%C3%BCzesabonyi_J%C3%A1r%C3%A1s
Var ligger staden Al-Khobar?	Staden är i Libyen.	https://fr.wikipedia.org/wiki/Khobar	https://sv.wikipedia.org/wiki/Khobar
För vilken roll fick Ben Johnson en BAFTA award och när fick han den?	"Han var nominerad för bästa manliga huvudroll i filmen ""The Shawshank Redemption"" av Robert Zemeckis."	https://en.wikipedia.org/wiki/BAFTA_Award_for_Best_Actor_in_a_Supporting_Role	https://sv.wikipedia.org/wiki/BAFTA_Award_f%C3%B6r_b%C3%A4sta_manliga_biroll
Vad beslutades om heliga bilder på andra konciliet i Nicaea?	Andrakonsilient bestämde sig för att icke tilldela nån särskild värdighet åt skulpturer eller målningar, utan endast Gud.	https://fr.wikipedia.org/wiki/Deuxi%C3%A8me_concile_de_Nic%C3%A9e	https://sv.wikipedia.org/wiki/Andra_konciliet_i_Nicaea
Vem var först att beskriva fiskarten Pseudomugil gertrudae?	P. gjortrudea är en art av musslor som beskrevs första gången år 1832 i England och anses vara den äldsta kända arten på jorden.,	https://en.wikipedia.org/wiki/Spotted_blue-eye	https://sv.wikipedia.org/wiki/Pseudomugil_gertrudae
I vilken klassisk roman är Liangshan en av skådeplatserna?	"Romanen ""Liangs hus"" handlar om den unga kvinnan som heter Liu Shaoqi, och hennes liv i staden."	https://zh.wikipedia.org/wiki/%E6%A2%81%E5%B1%B1%E5%8E%BF	https://sv.wikipedia.org/wiki/Liangshan,_Jining
När ockuperade franska trupper den albanska republiken Korça?	Den italienska regeringen förklarade krig mot Albanien i oktober år 1920.	https://zh.wikipedia.org/wiki/%E7%A7%91%E5%B0%94%E5%AF%9F%E8%87%AA%E6%B2%BB%E7%9C%81	https://sv.wikipedia.org/wiki/Autonoma_albanska_republiken_Kor%C3%A7a
I vlken månad är det varmast i Departamento de Federal i Argentina och var ligger medeltemperaturen på då?	Mellan november till februari, som räknas vara varmt året runt. Den högsta tempertur under den här perioden: Temprature kan når upp mot 30 grader Celsius.	https://fr.wikipedia.org/wiki/D%C3%A9partement_de_Federal	https://sv.wikipedia.org/wiki/Departamento_de_Federal
När flyttade Sophie Nélisse till Kanada?	Hon föddes i Montreal, Quebec.	https://fr.wikipedia.org/wiki/Sophie_N%C3%A9lisse	https://sv.wikipedia.org/wiki/Sophie_N%C3%A9lisse
När upptäcktes asteroiden 7532 Pelhřimov och vem gjorde det?	Den upptäckts av den tjeckiska astronomen Jiánek Pavelich i oktober år 1960. Han hade observerat en stor mängd gaser som han trodde var kometer, men när planeterna passerade varandra upptäckte de att dessa inte alls stämde överens med vad man tidigare trott om deras banor runt solen.,	https://sv.wikipedia.org/wiki/7532_Pelh%C5%99imov	https://sv.wikipedia.org/wiki/7532_Pelh%C5%99imov
Hur många invånare bodde i det franska Étiolles år 2021?	Det finns ingen exakt uppskattning av hur stor befolkningen skulle vara, eftersom den beror på faktorer som befolkningstillväxt och migration. Men enligt uppskattningar från National Statistics Institute (Nationella statistik institutet) är Frankrike idag ett stort land med en uppskattad folkmängd mellan cirka två miljoner till fem miljarder människor., Den största etniska gruppen inkluderar fransktalande romaner/etiopier samt andra inhemska grupper såsom assyrier / kaldéer etc .	https://zh.wikipedia.org/wiki/%E5%9F%83%E8%92%82%E5%A5%A5%E5%8B%92	https://sv.wikipedia.org/wiki/%C3%89tiolles
I vilket i arrondissement ligger den franska kommunen Labalme?	Laban, en kommun som är belägen på gränsen mellan Frankrike och Belgien.	https://sv.wikipedia.org/wiki/Labalme	https://sv.wikipedia.org/wiki/Labalme
Hur gammal är den äldsta kreml:n i Ryssland?	Den gamla staden på Kreml/Red Square, som byggdes under 1400-talet och ombyggs regelbundna till idag. Varje tsar har lagt sin egen skulptur eller minnesmärke bredvid de andra.	https://en.wikipedia.org/wiki/Kremlin_(fortification)	https://sv.wikipedia.org/wiki/Kreml
Vilka licensvarianter lanserades av Microsoft som delad källkod?	Windows XP, Vista och senare	https://zh.wikipedia.org/wiki/%E5%85%B1%E4%BA%AB%E6%BA%90%E4%BB%A3%E7%A0%81	https://sv.wikipedia.org/wiki/Delad_k%C3%A4llkod
Vem skapade den fiktiva karaktären Elaka Måns?	Den skrevs av tvillingarna Lars och Mats Malm.	https://sv.wikipedia.org/wiki/8536_M%C3%A5ns	https://sv.wikipedia.org/wiki/8536_M%C3%A5ns
Var ligger staden Kaspijsk?	Staden Kazpisjk är en stad i Polen.	https://zh.wikipedia.org/wiki/%E5%8D%A1%E6%96%AF%E7%9A%AE%E6%96%AF%E5%85%8B	https://sv.wikipedia.org/wiki/Kaspijsk
Vad är en Hylarana elberti?	En liten groda som lever i regnskogen. Den har fått sitt namn efter den tyske herpetologen Hans Elbert, vars samling av amfibier och reptiler utgör grunden för det här släktet.	https://sv.wikipedia.org/wiki/Hylarana_elberti	https://sv.wikipedia.org/wiki/Hylarana_elberti
Vilka symptom kan framträda till följd av typ-2 diabetes?	Typ 2-diabetes uppstår vanligtvis i vuxen åldersgrupp och med tiden blir symtomen mer markanta. De första symptomens är allmän nedsatthet, sömnlösheten (insomni), myndighetsförsämringar samtidig som viktnedgång sker oväntat lätta	https://fr.wikipedia.org/wiki/Diab%C3%A8te_de_type_2	https://sv.wikipedia.org/wiki/Typ_2-diabetes
Hur mycket av Posey County täcks av vatten?	Det finns ingen information om hur stor del som är täckt med havsvatten.	https://zh.wikipedia.org/wiki/%E6%B3%A2%E8%A5%BF%E7%B8%A3_(%E5%8D%B0%E7%AC%AC%E5%AE%89%E7%B4%8D%E5%B7%9E)	https://sv.wikipedia.org/wiki/Posey_County
I vilken idrottsgren fick Gergely Kulcsár en olympisk medalj?	Han vann guld i simning	https://zh.wikipedia.org/wiki/%E5%BA%93%E5%B0%94%E6%81%B0%E5%B0%94%C2%B7%E7%9B%96%E5%B0%94%E7%9B%96%E4%BC%8A	https://sv.wikipedia.org/wiki/Gergely_Kulcs%C3%A1r
Hur stor ärt asteroiden 8903 Paulcruikshank?	Den har en diameter på ungefär 3,5 kilometer.	https://zh.wikipedia.org/wiki/%E5%B0%8F%E8%A1%8C%E6%98%9F8903	https://sv.wikipedia.org/wiki/8903_Paulcruikshank
Var bodde John Christopher Willis under sin livstid?	"Han var en av de första bosättarna i Nya Sydwales, där han grundade staden Newcastle. Enligt hans testamente skulle stadsborna fira honom med ett minnesmärke på platsen: ""Han som härbördiga från Englands yta och anlade denne ort""."	https://zh.wikipedia.org/wiki/%E7%BA%A6%E7%BF%B0%C2%B7%E5%85%8B%E9%87%8C%E6%96%AF%E6%89%98%E5%BC%97%C2%B7%E5%A8%81%E5%88%A9%E6%96%AF	https://sv.wikipedia.org/wiki/John_Christopher_Willis
Vad är en retronym?	En förkortning för Retrieved from the internet.	https://sv.wikipedia.org/wiki/Retronym	https://sv.wikipedia.org/wiki/Retronym
